#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
     -1.000000       20.000    0.234762E+00    0.782088E-02   -0.237643E+00
     -1.000000       29.375    0.345419E+00    0.116217E-01   -0.349236E+00
     -1.000000       38.750    0.456355E+00    0.154550E-01   -0.460763E+00
     -1.000000       48.125    0.566583E+00    0.191568E-01   -0.571240E+00
     -1.000000       57.500    0.674221E+00    0.225245E-01   -0.678820E+00
     -1.000000       66.875    0.776804E+00    0.253753E-01   -0.781086E+00
     -1.000000       76.250    0.871770E+00    0.275807E-01   -0.875529E+00
     -1.000000       85.625    0.956891E+00    0.290768E-01   -0.959976E+00
     -1.000000       95.000    0.103054E+01    0.298589E-01   -0.103284E+01
     -1.000000      104.375    0.109175E+01    0.299677E-01   -0.109322E+01
     -1.000000      113.750    0.114022E+01    0.294735E-01   -0.114082E+01
     -1.000000      123.125    0.117614E+01    0.284623E-01   -0.117588E+01
     -1.000000      132.500    0.120012E+01    0.270250E-01   -0.119902E+01
     -1.000000      141.875    0.121302E+01    0.252501E-01   -0.121113E+01
     -1.000000      151.250    0.121584E+01    0.232196E-01   -0.121323E+01
     -1.000000      160.625    0.120968E+01    0.210064E-01   -0.120642E+01
     -1.000000      170.000    0.119562E+01    0.186737E-01   -0.119179E+01
     -1.000000      179.375    0.117474E+01    0.162752E-01   -0.117042E+01
     -1.000000      188.750    0.114802E+01    0.138559E-01   -0.114330E+01
     -1.000000      198.125    0.111639E+01    0.114528E-01   -0.111135E+01
     -1.000000      207.500    0.108067E+01    0.909584E-02   -0.107539E+01
     -1.000000      216.875    0.104161E+01    0.680912E-02   -0.103616E+01
     -1.000000      226.250    0.999869E+00    0.461157E-02   -0.994317E+00
     -1.000000      235.625    0.956008E+00    0.251780E-02   -0.950422E+00
     -1.000000      245.000    0.910526E+00    0.538770E-03   -0.904961E+00
     -1.000000      254.375    0.863843E+00   -0.131764E-02   -0.858352E+00
     -1.000000      263.750    0.816317E+00   -0.304613E-02   -0.810944E+00
     -1.000000      273.125    0.768247E+00   -0.464352E-02   -0.763030E+00
     -1.000000      282.500    0.719881E+00   -0.610846E-02   -0.714853E+00
     -1.000000      291.875    0.671420E+00   -0.744106E-02   -0.666607E+00
     -1.000000      301.250    0.623028E+00   -0.864267E-02   -0.618451E+00
     -1.000000      310.625    0.574830E+00   -0.971562E-02   -0.570506E+00
     -1.000000      320.000    0.526927E+00   -0.106631E-01   -0.522865E+00
     -0.997778       20.000    0.289240E+00    0.109564E-01   -0.293476E+00
     -0.997778       29.375    0.424002E+00    0.158386E-01   -0.429763E+00
     -0.997778       38.750    0.556976E+00    0.203771E-01   -0.563849E+00
     -0.997778       48.125    0.686235E+00    0.244004E-01   -0.693781E+00
     -0.997778       57.500    0.809133E+00    0.277504E-01   -0.816921E+00
     -0.997778       66.875    0.922759E+00    0.303138E-01   -0.930398E+00
     -0.997778       76.250    0.102446E+01    0.320361E-01   -0.103162E+01
     -0.997778       85.625    0.111224E+01    0.329216E-01   -0.111864E+01
     -0.997778       95.000    0.118490E+01    0.330226E-01   -0.119036E+01
     -0.997778      104.375    0.124206E+01    0.324246E-01   -0.124643E+01
     -0.997778      113.750    0.128398E+01    0.312310E-01   -0.128719E+01
     -0.997778      123.125    0.131145E+01    0.295511E-01   -0.131349E+01
     -0.997778      132.500    0.132561E+01    0.274909E-01   -0.132649E+01
     -0.997778      141.875    0.132775E+01    0.251476E-01   -0.132754E+01
     -0.997778      151.250    0.131929E+01    0.226072E-01   -0.131805E+01
     -0.997778      160.625    0.130162E+01    0.199436E-01   -0.129945E+01
     -0.997778      170.000    0.127607E+01    0.172186E-01   -0.127307E+01
     -0.997778      179.375    0.124390E+01    0.144831E-01   -0.124018E+01
     -0.997778      188.750    0.120623E+01    0.117783E-01   -0.120190E+01
     -0.997778      198.125    0.116409E+01    0.913697E-02   -0.115925E+01
     -0.997778      207.500    0.111837E+01    0.658493E-02   -0.111314E+01
     -0.997778      216.875    0.106986E+01    0.414195E-02   -0.106432E+01
     -0.997778      226.250    0.101923E+01    0.182286E-02   -0.101348E+01
     -0.997778      235.625    0.967061E+00   -0.361572E-03   -0.961183E+00
     -0.997778      245.000    0.913845E+00   -0.240399E-02   -0.907909E+00
     -0.997778      254.375    0.859988E+00   -0.429980E-02   -0.854061E+00
     -0.997778      263.750    0.805829E+00   -0.604669E-02   -0.799968E+00
     -0.997778      273.125    0.751644E+00   -0.764422E-02   -0.745898E+00
     -0.997778      282.500    0.697657E+00   -0.909346E-02   -0.692067E+00
     -0.997778      291.875    0.644041E+00   -0.103967E-01   -0.638643E+00
     -0.997778      301.250    0.590933E+00   -0.115573E-01   -0.585753E+00
     -0.997778      310.625    0.538432E+00   -0.125793E-01   -0.533491E+00
     -0.997778      320.000    0.486609E+00   -0.134675E-01   -0.481923E+00
     -0.995556       20.000    0.343477E+00    0.139899E-01   -0.348851E+00
     -0.995556       29.375    0.502064E+00    0.198966E-01   -0.509483E+00
     -0.995556       38.750    0.656577E+00    0.250684E-01   -0.665582E+00
     -0.995556       48.125    0.804098E+00    0.293302E-01   -0.814168E+00
     -0.995556       57.500    0.941223E+00    0.325767E-01   -0.951820E+00
     -0.995556       66.875    0.106466E+01    0.347723E-01   -0.107527E+01
     -0.995556       76.250    0.117177E+01    0.359426E-01   -0.118194E+01
     -0.995556       85.625    0.126088E+01    0.361638E-01   -0.127023E+01
     -0.995556       95.000    0.133132E+01    0.355465E-01   -0.133957E+01
     -0.995556      104.375    0.138332E+01    0.342207E-01   -0.139027E+01
     -0.995556      113.750    0.141779E+01    0.323216E-01   -0.142333E+01
     -0.995556      123.125    0.143611E+01    0.299793E-01   -0.144019E+01
     -0.995556      132.500    0.143993E+01    0.273125E-01   -0.144256E+01
     -0.995556      141.875    0.143100E+01    0.244251E-01   -0.143225E+01
     -0.995556      151.250    0.141110E+01    0.214048E-01   -0.141104E+01
     -0.995556      160.625    0.138190E+01    0.183246E-01   -0.138066E+01
     -0.995556      170.000    0.134496E+01    0.152433E-01   -0.134265E+01
     -0.995556      179.375    0.130169E+01    0.122077E-01   -0.129846E+01
     -0.995556      188.750    0.125335E+01    0.925445E-02   -0.124932E+01
     -0.995556      198.125    0.120104E+01    0.641142E-02   -0.119634E+01
     -0.995556      207.500    0.114570E+01    0.369956E-02   -0.114046E+01
     -0.995556      216.875    0.108815E+01    0.113404E-02   -0.108248E+01
     -0.995556      226.250    0.102906E+01   -0.127463E-02   -0.102309E+01
     -0.995556      235.625    0.969030E+00   -0.351969E-02   -0.962838E+00
     -0.995556      245.000    0.908521E+00   -0.559742E-02   -0.902203E+00
     -0.995556      254.375    0.847928E+00   -0.750651E-02   -0.841561E+00
     -0.995556      263.750    0.787567E+00   -0.924763E-02   -0.781220E+00
     -0.995556      273.125    0.727687E+00   -0.108230E-01   -0.721419E+00
     -0.995556      282.500    0.668483E+00   -0.122360E-01   -0.662344E+00
     -0.995556      291.875    0.610103E+00   -0.134910E-01   -0.604133E+00
     -0.995556      301.250    0.552651E+00   -0.145933E-01   -0.546884E+00
     -0.995556      310.625    0.496201E+00   -0.155486E-01   -0.490663E+00
     -0.995556      320.000    0.440795E+00   -0.163630E-01   -0.435506E+00
     -0.993333       20.000    0.396888E+00    0.167499E-01   -0.403186E+00
     -0.993333       29.375    0.578595E+00    0.235483E-01   -0.587380E+00
     -0.993333       38.750    0.753651E+00    0.292263E-01   -0.764431E+00
     -0.993333       48.125    0.918142E+00    0.336143E-01   -0.930331E+00
     -0.993333       57.500    0.106797E+01    0.366656E-01   -0.108094E+01
     -0.993333       66.875    0.119957E+01    0.384240E-01   -0.121270E+01
     -0.993333       76.250    0.131046E+01    0.389958E-01   -0.132318E+01
     -0.993333       85.625    0.139937E+01    0.385273E-01   -0.141122E+01
     -0.993333       95.000    0.146626E+01    0.371856E-01   -0.147687E+01
     -0.993333      104.375    0.151202E+01    0.351424E-01   -0.152114E+01
     -0.993333      113.750    0.153821E+01    0.325614E-01   -0.154569E+01
     -0.993333      123.125    0.154680E+01    0.295909E-01   -0.155257E+01
     -0.993333      132.500    0.153994E+01    0.263592E-01   -0.154401E+01
     -0.993333      141.875    0.151982E+01    0.229740E-01   -0.152225E+01
     -0.993333      151.250    0.148853E+01    0.195233E-01   -0.148942E+01
     -0.993333      160.625    0.144800E+01    0.160770E-01   -0.144748E+01
     -0.993333      170.000    0.139999E+01    0.126898E-01   -0.139821E+01
     -0.993333      179.375    0.134605E+01    0.940345E-02   -0.134315E+01
     -0.993333      188.750    0.128752E+01    0.624914E-02   -0.128366E+01
     -0.993333      198.125    0.122556E+01    0.324947E-02   -0.122089E+01
     -0.993333      207.500    0.116115E+01    0.420258E-03   -0.115582E+01
     -0.993333      216.875    0.109513E+01   -0.222810E-02   -0.108927E+01
     -0.993333      226.250    0.102817E+01   -0.468948E-02   -0.102191E+01
     -0.993333      235.625    0.960842E+00   -0.696109E-02   -0.954301E+00
     -0.993333      245.000    0.893605E+00   -0.904276E-02   -0.886878E+00
     -0.993333      254.375    0.826825E+00   -0.109364E-01   -0.820003E+00
     -0.993333      263.750    0.760790E+00   -0.126454E-01   -0.753951E+00
     -0.993333      273.125    0.695723E+00   -0.141745E-01   -0.688934E+00
     -0.993333      282.500    0.631788E+00   -0.155294E-01   -0.625105E+00
     -0.993333      291.875    0.569102E+00   -0.167164E-01   -0.562573E+00
     -0.993333      301.250    0.507743E+00   -0.177423E-01   -0.501406E+00
     -0.993333      310.625    0.447755E+00   -0.186145E-01   -0.441639E+00
     -0.993333      320.000    0.389154E+00   -0.193404E-01   -0.383282E+00
     -0.991111       20.000    0.448741E+00    0.190612E-01   -0.455760E+00
     -0.991111       29.375    0.652394E+00    0.265432E-01   -0.662254E+00
     -0.991111       38.750    0.846459E+00    0.325487E-01   -0.858647E+00
     -0.991111       48.125    0.102608E+01    0.369261E-01   -0.103996E+01
     -0.991111       57.500    0.118660E+01    0.396882E-01   -0.120146E+01
     -0.991111       66.875    0.132434E+01    0.409544E-01   -0.133946E+01
     -0.991111       76.250    0.143708E+01    0.409053E-01   -0.145182E+01
     -0.991111       85.625    0.152412E+01    0.397518E-01   -0.153794E+01
     -0.991111       95.000    0.158609E+01    0.377117E-01   -0.159855E+01
     -0.991111      104.375    0.162457E+01    0.349931E-01   -0.163537E+01
     -0.991111      113.750    0.164177E+01    0.317840E-01   -0.165073E+01
     -0.991111      123.125    0.164023E+01    0.282465E-01   -0.164727E+01
     -0.991111      132.500    0.162257E+01    0.245159E-01   -0.162770E+01
     -0.991111      141.875    0.159135E+01    0.207010E-01   -0.159463E+01
     -0.991111      151.250    0.154896E+01    0.168876E-01   -0.155049E+01
     -0.991111      160.625    0.149754E+01    0.131417E-01   -0.149748E+01
     -0.991111      170.000    0.143900E+01    0.951236E-02   -0.143751E+01
     -0.991111      179.375    0.137500E+01    0.603572E-02   -0.137225E+01
     -0.991111      188.750    0.130696E+01    0.273711E-02   -0.130312E+01
     -0.991111      198.125    0.123607E+01   -0.366393E-03   -0.123130E+01
     -0.991111      207.500    0.116332E+01   -0.326417E-02   -0.115780E+01
     -0.991111      216.875    0.108956E+01   -0.595053E-02   -0.108343E+01
     -0.991111      226.250    0.101544E+01   -0.842360E-02   -0.100885E+01
     -0.991111      235.625    0.941528E+00   -0.106843E-01   -0.934589E+00
     -0.991111      245.000    0.868243E+00   -0.127360E-01   -0.861074E+00
     -0.991111      254.375    0.795928E+00   -0.145833E-01   -0.788629E+00
     -0.991111      263.750    0.724843E+00   -0.162323E-01   -0.717500E+00
     -0.991111      273.125    0.655180E+00   -0.176900E-01   -0.647866E+00
     -0.991111      282.500    0.587072E+00   -0.189640E-01   -0.579849E+00
     -0.991111      291.875    0.520608E+00   -0.200624E-01   -0.513528E+00
     -0.991111      301.250    0.455836E+00   -0.209935E-01   -0.448941E+00
     -0.991111      310.625    0.392772E+00   -0.217660E-01   -0.386096E+00
     -0.991111      320.000    0.331409E+00   -0.223883E-01   -0.324974E+00
     -0.988889       20.000    0.498089E+00    0.207419E-01   -0.505642E+00
     -0.988889       29.375    0.721982E+00    0.286331E-01   -0.732636E+00
     -0.988889       38.750    0.932956E+00    0.347468E-01   -0.946181E+00
     -0.988889       48.125    0.112533E+01    0.389607E-01   -0.114045E+01
     -0.988889       57.500    0.129406E+01    0.413437E-01   -0.131029E+01
     -0.988889       66.875    0.143555E+01    0.420799E-01   -0.145211E+01
     -0.988889       76.250    0.154803E+01    0.414134E-01   -0.156421E+01
     -0.988889       85.625    0.163144E+01    0.396092E-01   -0.164663E+01
     -0.988889       95.000    0.168713E+01    0.369273E-01   -0.170086E+01
     -0.988889      104.375    0.171740E+01    0.336053E-01   -0.172933E+01
     -0.988889      113.750    0.172507E+01    0.298497E-01   -0.173500E+01
     -0.988889      123.125    0.171320E+01    0.258322E-01   -0.172105E+01
     -0.988889      132.500    0.168485E+01    0.216909E-01   -0.169060E+01
     -0.988889      141.875    0.164287E+01    0.175336E-01   -0.164661E+01
     -0.988889      151.250    0.158991E+01    0.134421E-01   -0.159175E+01
     -0.988889      160.625    0.152827E+01    0.947674E-02   -0.152838E+01
     -0.988889      170.000    0.145998E+01    0.568071E-02   -0.145853E+01
     -0.988889      179.375    0.138677E+01    0.208382E-02   -0.138395E+01
     -0.988889      188.750    0.131009E+01   -0.129452E-02   -0.130608E+01
     -0.988889      198.125    0.123116E+01   -0.444275E-02   -0.122615E+01
     -0.988889      207.500    0.115097E+01   -0.735523E-02   -0.114514E+01
     -0.988889      216.875    0.107035E+01   -0.100307E-01   -0.106384E+01
     -0.988889      226.250    0.989930E+00   -0.124713E-01   -0.982915E+00
     -0.988889      235.625    0.910248E+00   -0.146814E-01   -0.902854E+00
     -0.988889      245.000    0.831701E+00   -0.166671E-01   -0.824050E+00
     -0.988889      254.375    0.754601E+00   -0.184359E-01   -0.746797E+00
     -0.988889      263.750    0.679173E+00   -0.199960E-01   -0.671309E+00
     -0.988889      273.125    0.605579E+00   -0.213564E-01   -0.597733E+00
     -0.988889      282.500    0.533924E+00   -0.225264E-01   -0.526162E+00
     -0.988889      291.875    0.464266E+00   -0.235154E-01   -0.456643E+00
     -0.988889      301.250    0.396626E+00   -0.243332E-01   -0.389187E+00
     -0.988889      310.625    0.330997E+00   -0.249894E-01   -0.323776E+00
     -0.988889      320.000    0.267344E+00   -0.254936E-01   -0.260367E+00
     -0.986667       20.000    0.543725E+00    0.216084E-01   -0.551634E+00
     -0.986667       29.375    0.785552E+00    0.295843E-01   -0.796726E+00
     -0.986667       38.750    0.101075E+01    0.355622E-01   -0.102463E+01
     -0.986667       48.125    0.121297E+01    0.394559E-01   -0.122885E+01
     -0.986667       57.500    0.138703E+01    0.413797E-01   -0.140408E+01
     -0.986667       66.875    0.152961E+01    0.415676E-01   -0.154702E+01
     -0.986667       76.250    0.163956E+01    0.403117E-01   -0.165655E+01
     -0.986667       85.625    0.171758E+01    0.379184E-01   -0.173350E+01
     -0.986667       95.000    0.176574E+01    0.346790E-01   -0.178010E+01
     -0.986667      104.375    0.178702E+01    0.308521E-01   -0.179948E+01
     -0.986667      113.750    0.178484E+01    0.266560E-01   -0.179517E+01
     -0.986667      123.125    0.176271E+01    0.222668E-01   -0.177083E+01
     -0.986667      132.500    0.172401E+01    0.178222E-01   -0.172992E+01
     -0.986667      141.875    0.167189E+01    0.134259E-01   -0.167567E+01
     -0.986667      151.250    0.160914E+01    0.915428E-02   -0.161092E+01
     -0.986667      160.625    0.153820E+01    0.506104E-02   -0.153815E+01
     -0.986667      170.000    0.146115E+01    0.118283E-02   -0.145947E+01
     -0.986667      179.375    0.137978E+01   -0.245689E-02   -0.137665E+01
     -0.986667      188.750    0.129553E+01   -0.584455E-02   -0.129116E+01
     -0.986667      198.125    0.120963E+01   -0.897381E-02   -0.120421E+01
     -0.986667      207.500    0.112304E+01   -0.118436E-01   -0.111676E+01
     -0.986667      216.875    0.103657E+01   -0.144568E-01   -0.102959E+01
     -0.986667      226.250    0.950830E+00   -0.168188E-01   -0.943313E+00
     -0.986667      235.625    0.866312E+00   -0.189369E-01   -0.858399E+00
     -0.986667      245.000    0.783387E+00   -0.208200E-01   -0.775206E+00
     -0.986667      254.375    0.702332E+00   -0.224775E-01   -0.693992E+00
     -0.986667      263.750    0.623343E+00   -0.239195E-01   -0.614939E+00
     -0.986667      273.125    0.546549E+00   -0.251567E-01   -0.538163E+00
     -0.986667      282.500    0.472028E+00   -0.261996E-01   -0.463728E+00
     -0.986667      291.875    0.399812E+00   -0.270588E-01   -0.391653E+00
     -0.986667      301.250    0.329895E+00   -0.277451E-01   -0.321924E+00
     -0.986667      310.625    0.262247E+00   -0.282689E-01   -0.254498E+00
     -0.986667      320.000    0.196810E+00   -0.286406E-01   -0.189311E+00
     -0.984444       20.000    0.584163E+00    0.214929E-01   -0.592252E+00
     -0.984444       29.375    0.840950E+00    0.291992E-01   -0.852366E+00
     -0.984444       38.750    0.107707E+01    0.347908E-01   -0.109124E+01
     -0.984444       48.125    0.128576E+01    0.382138E-01   -0.130192E+01
     -0.984444       57.500    0.146191E+01    0.396128E-01   -0.147923E+01
     -0.984444       66.875    0.160277E+01    0.392531E-01   -0.162038E+01
     -0.984444       76.250    0.170791E+01    0.374576E-01   -0.172504E+01
     -0.984444       85.625    0.177883E+01    0.345592E-01   -0.179482E+01
     -0.984444       95.000    0.181837E+01    0.308688E-01   -0.183271E+01
     -0.984444      104.375    0.183014E+01    0.266564E-01   -0.184248E+01
     -0.984444      113.750    0.181804E+01    0.221447E-01   -0.182818E+01
     -0.984444      123.125    0.178598E+01    0.175090E-01   -0.179382E+01
     -0.984444      132.500    0.173759E+01    0.128825E-01   -0.174316E+01
     -0.984444      141.875    0.167619E+01    0.836271E-02   -0.167957E+01
     -0.984444      151.250    0.160470E+01    0.401865E-02   -0.160602E+01
     -0.984444      160.625    0.152560E+01   -0.103098E-03   -0.152506E+01
     -0.984444      170.000    0.144102E+01   -0.397281E-02   -0.143880E+01
     -0.984444      179.375    0.135272E+01   -0.757326E-02   -0.134904E+01
     -0.984444      188.750    0.126215E+01   -0.108963E-01   -0.125721E+01
     -0.984444      198.125    0.117049E+01   -0.139404E-01   -0.116449E+01
     -0.984444      207.500    0.107870E+01   -0.167085E-01   -0.107182E+01
     -0.984444      216.875    0.987513E+00   -0.192067E-01   -0.979941E+00
     -0.984444      226.250    0.897531E+00   -0.214433E-01   -0.889424E+00
     -0.984444      235.625    0.809201E+00   -0.234282E-01   -0.800704E+00
     -0.984444      245.000    0.722861E+00   -0.251719E-01   -0.714102E+00
     -0.984444      254.375    0.638754E+00   -0.266857E-01   -0.629845E+00
     -0.984444      263.750    0.557045E+00   -0.279811E-01   -0.548082E+00
     -0.984444      273.125    0.477837E+00   -0.290697E-01   -0.468902E+00
     -0.984444      282.500    0.401179E+00   -0.299631E-01   -0.392340E+00
     -0.984444      291.875    0.327079E+00   -0.306728E-01   -0.318392E+00
     -0.984444      301.250    0.255510E+00   -0.312102E-01   -0.247020E+00
     -0.984444      310.625    0.186419E+00   -0.315863E-01   -0.178161E+00
     -0.984444      320.000    0.119732E+00   -0.318119E-01   -0.111732E+00
     -0.982222       20.000    0.617642E+00    0.202721E-01   -0.625726E+00
     -0.982222       29.375    0.885692E+00    0.273466E-01   -0.897058E+00
     -0.982222       38.750    0.112886E+01    0.323089E-01   -0.114290E+01
     -0.982222       48.125    0.134019E+01    0.351237E-01   -0.135614E+01
     -0.982222       57.500    0.151499E+01    0.359469E-01   -0.153198E+01
     -0.982222       66.875    0.165122E+01    0.350556E-01   -0.166839E+01
     -0.982222       76.250    0.174933E+01    0.327860E-01   -0.176591E+01
     -0.982222       85.625    0.181165E+01    0.294826E-01   -0.182701E+01
     -0.982222       95.000    0.184174E+01    0.254628E-01   -0.185537E+01
     -0.982222      104.375    0.184374E+01    0.209983E-01   -0.185532E+01
     -0.982222      113.750    0.182198E+01    0.163082E-01   -0.183131E+01
     -0.982222      123.125    0.178061E+01    0.115616E-01   -0.178762E+01
     -0.982222      132.500    0.172346E+01    0.688348E-02   -0.172818E+01
     -0.982222      141.875    0.165394E+01    0.236252E-02   -0.165646E+01
     -0.982222      151.250    0.157499E+01   -0.194086E-02   -0.157546E+01
     -0.982222      160.625    0.148911E+01   -0.598790E-02   -0.148773E+01
     -0.982222      170.000    0.139841E+01   -0.975578E-02   -0.139537E+01
     -0.982222      179.375    0.130461E+01   -0.132332E-01   -0.130012E+01
     -0.982222      188.750    0.120911E+01   -0.164169E-01   -0.120338E+01
     -0.982222      198.125    0.111305E+01   -0.193093E-01   -0.110629E+01
     -0.982222      207.500    0.101734E+01   -0.219168E-01   -0.100974E+01
     -0.982222      216.875    0.922685E+00   -0.242481E-01   -0.914411E+00
     -0.982222      226.250    0.829628E+00   -0.263136E-01   -0.820847E+00
     -0.982222      235.625    0.738584E+00   -0.281248E-01   -0.729439E+00
     -0.982222      245.000    0.649855E+00   -0.296937E-01   -0.640474E+00
     -0.982222      254.375    0.563653E+00   -0.310326E-01   -0.554146E+00
     -0.982222      263.750    0.480115E+00   -0.321539E-01   -0.470576E+00
     -0.982222      273.125    0.399316E+00   -0.330699E-01   -0.389826E+00
     -0.982222      282.500    0.321283E+00   -0.337928E-01   -0.311908E+00
     -0.982222      291.875    0.246003E+00   -0.343345E-01   -0.236798E+00
     -0.982222      301.250    0.173430E+00   -0.347068E-01   -0.164438E+00
     -0.982222      310.625    0.103496E+00   -0.349210E-01   -0.947491E-01
     -0.982222      320.000    0.361092E-01   -0.349882E-01   -0.276326E-01
     -0.980000       20.000    0.642167E+00    0.178995E-01   -0.650040E+00
     -0.980000       29.375    0.917023E+00    0.239917E-01   -0.928023E+00
     -0.980000       38.750    0.116280E+01    0.280971E-01   -0.117628E+01
     -0.980000       48.125    0.137264E+01    0.301796E-01   -0.138783E+01
     -0.980000       57.500    0.154249E+01    0.303861E-01   -0.155853E+01
     -0.980000       66.875    0.167125E+01    0.289877E-01   -0.168732E+01
     -0.980000       76.250    0.176031E+01    0.263176E-01   -0.177565E+01
     -0.980000       85.625    0.181280E+01    0.227166E-01   -0.182682E+01
     -0.980000       95.000    0.183291E+01    0.184962E-01   -0.184515E+01
     -0.980000      104.375    0.182525E+01    0.139189E-01   -0.183540E+01
     -0.980000      113.750    0.179439E+01    0.919285E-02   -0.180230E+01
     -0.980000      123.125    0.174467E+01    0.447485E-02   -0.175028E+01
     -0.980000      132.500    0.167999E+01   -0.122185E-03   -0.168335E+01
     -0.980000      141.875    0.160374E+01   -0.452059E-02   -0.160496E+01
     -0.980000      151.250    0.151886E+01   -0.866979E-02   -0.151808E+01
     -0.980000      160.625    0.142778E+01   -0.125393E-01   -0.142521E+01
     -0.980000      170.000    0.133253E+01   -0.161131E-01   -0.132838E+01
     -0.980000      179.375    0.123479E+01   -0.193852E-01   -0.122925E+01
     -0.980000      188.750    0.113588E+01   -0.223567E-01   -0.112917E+01
     -0.980000      198.125    0.103689E+01   -0.250332E-01   -0.102921E+01
     -0.980000      207.500    0.938657E+00   -0.274236E-01   -0.930190E+00
     -0.980000      216.875    0.841839E+00   -0.295384E-01   -0.832760E+00
     -0.980000      226.250    0.746939E+00   -0.313894E-01   -0.737404E+00
     -0.980000      235.625    0.654332E+00   -0.329890E-01   -0.644481E+00
     -0.980000      245.000    0.564285E+00   -0.343499E-01   -0.554241E+00
     -0.980000      254.375    0.476982E+00   -0.354849E-01   -0.466851E+00
     -0.980000      263.750    0.392533E+00   -0.364068E-01   -0.382406E+00
     -0.980000      273.125    0.310992E+00   -0.371281E-01   -0.300945E+00
     -0.980000      282.500    0.232367E+00   -0.376612E-01   -0.222464E+00
     -0.980000      291.875    0.156628E+00   -0.380182E-01   -0.146919E+00
     -0.980000      301.250    0.837158E-01   -0.382108E-01   -0.742402E-01
     -0.980000      310.625    0.135465E-01   -0.382505E-01   -0.433484E-02
     -0.980000      320.000   -0.539800E-01   -0.381483E-01    0.629067E-01
     -0.977778       20.000    0.655578E+00    0.144301E-01   -0.663004E+00
     -0.977778       29.375    0.932036E+00    0.192155E-01   -0.942318E+00
     -0.977778       38.750    0.117549E+01    0.222537E-01   -0.118796E+01
     -0.977778       48.125    0.137947E+01    0.234877E-01   -0.139335E+01
     -0.977778       57.500    0.154081E+01    0.230394E-01   -0.155528E+01
     -0.977778       66.875    0.165945E+01    0.211587E-01   -0.167372E+01
     -0.977778       76.250    0.173772E+01    0.181604E-01   -0.175111E+01
     -0.977778       85.625    0.177950E+01    0.143680E-01   -0.179148E+01
     -0.977778       95.000    0.178950E+01    0.100739E-01   -0.179966E+01
     -0.977778      104.375    0.177261E+01    0.552137E-02   -0.178070E+01
     -0.977778      113.750    0.173358E+01    0.899085E-03   -0.173947E+01
     -0.977778      123.125    0.167678E+01   -0.365401E-02   -0.168045E+01
     -0.977778      132.500    0.160605E+01   -0.804084E-02   -0.160756E+01
     -0.977778      141.875    0.152472E+01   -0.121971E-01   -0.152421E+01
     -0.977778      151.250    0.143562E+01   -0.160832E-01   -0.143323E+01
     -0.977778      160.625    0.134108E+01   -0.196771E-01   -0.133701E+01
     -0.977778      170.000    0.124302E+01   -0.229694E-01   -0.123748E+01
     -0.977778      179.375    0.114302E+01   -0.259589E-01   -0.113620E+01
     -0.977778      188.750    0.104232E+01   -0.286502E-01   -0.103444E+01
     -0.977778      198.125    0.941924E+00   -0.310512E-01   -0.933170E+00
     -0.977778      207.500    0.842614E+00   -0.331724E-01   -0.833166E+00
     -0.977778      216.875    0.744994E+00   -0.350253E-01   -0.735017E+00
     -0.977778      226.250    0.649520E+00   -0.366222E-01   -0.639163E+00
     -0.977778      235.625    0.556529E+00   -0.379758E-01   -0.545923E+00
     -0.977778      245.000    0.466258E+00   -0.390989E-01   -0.455519E+00
     -0.977778      254.375    0.378863E+00   -0.400042E-01   -0.368091E+00
     -0.977778      263.750    0.294436E+00   -0.407042E-01   -0.283715E+00
     -0.977778      273.125    0.213012E+00   -0.412115E-01   -0.202413E+00
     -0.977778      282.500    0.134585E+00   -0.415380E-01   -0.124165E+00
     -0.977778      291.875    0.591122E-01   -0.416956E-01   -0.489169E-01
     -0.977778      301.250   -0.134752E-01   -0.416960E-01    0.234105E-01
     -0.977778      310.625   -0.832686E-01   -0.415503E-01    0.929183E-01
     -0.977778      320.000   -0.150376E+00   -0.412694E-01    0.159723E+00
     -0.975556       20.000    0.655665E+00    0.100244E-01   -0.662375E+00
     -0.975556       29.375    0.927830E+00    0.132147E-01   -0.937005E+00
     -0.975556       38.750    0.116365E+01    0.149902E-01   -0.117461E+01
     -0.975556       48.125    0.135733E+01    0.152614E-01   -0.136931E+01
     -0.975556       57.500    0.150673E+01    0.141150E-01   -0.151898E+01
     -0.975556       66.875    0.161289E+01    0.117684E-01   -0.162469E+01
     -0.975556       76.250    0.167902E+01    0.850555E-02   -0.168977E+01
     -0.975556       85.625    0.170963E+01    0.461838E-02   -0.171888E+01
     -0.975556       95.000    0.170977E+01    0.368250E-03   -0.171720E+01
     -0.975556      104.375    0.168449E+01   -0.403184E-02   -0.168991E+01
     -0.975556      113.750    0.163855E+01   -0.842037E-02   -0.164187E+01
     -0.975556      123.125    0.157620E+01   -0.126821E-01   -0.157743E+01
     -0.975556      132.500    0.150116E+01   -0.167395E-01   -0.150039E+01
     -0.975556      141.875    0.141659E+01   -0.205438E-01   -0.141395E+01
     -0.975556      151.250    0.132515E+01   -0.240672E-01   -0.132080E+01
     -0.975556      160.625    0.122901E+01   -0.272966E-01   -0.122315E+01
     -0.975556      170.000    0.112996E+01   -0.302286E-01   -0.112279E+01
     -0.975556      179.375    0.102944E+01   -0.328663E-01   -0.102116E+01
