#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
      0.355556      310.625    0.478946E+00    0.316987E-03   -0.476362E+00
      0.355556      320.000    0.490070E+00    0.156958E-03   -0.487324E+00
      0.357778       20.000    0.385346E-01    0.222505E-03   -0.370602E-01
      0.357778       29.375    0.563425E-01    0.307940E-03   -0.543305E-01
      0.357778       38.750    0.738934E-01    0.380484E-03   -0.714769E-01
      0.357778       48.125    0.911477E-01    0.444769E-03   -0.884554E-01
      0.357778       57.500    0.108085E+00    0.506216E-03   -0.105229E+00
      0.357778       66.875    0.124701E+00    0.568808E-03   -0.121771E+00
      0.357778       76.250    0.141000E+00    0.634331E-03   -0.138064E+00
      0.357778       85.625    0.156993E+00    0.702648E-03   -0.154099E+00
      0.357778       95.000    0.172692E+00    0.772395E-03   -0.169874E+00
      0.357778      104.375    0.188112E+00    0.841657E-03   -0.185391E+00
      0.357778      113.750    0.203266E+00    0.908463E-03   -0.200653E+00
      0.357778      123.125    0.218166E+00    0.971072E-03   -0.215665E+00
      0.357778      132.500    0.232821E+00    0.102809E-02   -0.230431E+00
      0.357778      141.875    0.247241E+00    0.107847E-02   -0.244956E+00
      0.357778      151.250    0.261431E+00    0.112149E-02   -0.259244E+00
      0.357778      160.625    0.275397E+00    0.115660E-02   -0.273298E+00
      0.357778      170.000    0.289143E+00    0.118344E-02   -0.287122E+00
      0.357778      179.375    0.302675E+00    0.120168E-02   -0.300719E+00
      0.357778      188.750    0.315994E+00    0.121104E-02   -0.314090E+00
      0.357778      198.125    0.329106E+00    0.121122E-02   -0.327240E+00
      0.357778      207.500    0.342013E+00    0.120190E-02   -0.340171E+00
      0.357778      216.875    0.354721E+00    0.118271E-02   -0.352887E+00
      0.357778      226.250    0.367236E+00    0.115329E-02   -0.365393E+00
      0.357778      235.625    0.379561E+00    0.111322E-02   -0.377695E+00
      0.357778      245.000    0.391706E+00    0.106209E-02   -0.389800E+00
      0.357778      254.375    0.403678E+00    0.999502E-03   -0.401715E+00
      0.357778      263.750    0.415486E+00    0.925037E-03   -0.413451E+00
      0.357778      273.125    0.427140E+00    0.838301E-03   -0.425017E+00
      0.357778      282.500    0.438651E+00    0.738909E-03   -0.436428E+00
      0.357778      291.875    0.450032E+00    0.626493E-03   -0.447695E+00
      0.357778      301.250    0.461296E+00    0.500698E-03   -0.458834E+00
      0.357778      310.625    0.472457E+00    0.361183E-03   -0.469860E+00
      0.357778      320.000    0.483530E+00    0.207619E-03   -0.480791E+00
      0.360000       20.000    0.372607E-01    0.210216E-03   -0.357986E-01
      0.360000       29.375    0.545161E-01    0.293766E-03   -0.524931E-01
      0.360000       38.750    0.715514E-01    0.365397E-03   -0.690855E-01
      0.360000       48.125    0.883280E-01    0.428063E-03   -0.855413E-01
      0.360000       57.500    0.104826E+00    0.486299E-03   -0.101830E+00
      0.360000       66.875    0.121040E+00    0.544089E-03   -0.117929E+00
      0.360000       76.250    0.136973E+00    0.603772E-03   -0.133822E+00
      0.360000       85.625    0.152635E+00    0.665946E-03   -0.149499E+00
      0.360000       95.000    0.168036E+00    0.729913E-03   -0.164958E+00
      0.360000      104.375    0.183191E+00    0.794245E-03   -0.180196E+00
      0.360000      113.750    0.198108E+00    0.857263E-03   -0.195214E+00
      0.360000      123.125    0.212799E+00    0.917344E-03   -0.210013E+00
      0.360000      132.500    0.227270E+00    0.973093E-03   -0.224597E+00
      0.360000      141.875    0.241529E+00    0.102339E-02   -0.238966E+00
      0.360000      151.250    0.255579E+00    0.106737E-02   -0.253121E+00
      0.360000      160.625    0.269424E+00    0.110439E-02   -0.267064E+00
      0.360000      170.000    0.283068E+00    0.113393E-02   -0.280795E+00
      0.360000      179.375    0.296511E+00    0.115556E-02   -0.294316E+00
      0.360000      188.750    0.309756E+00    0.116890E-02   -0.307626E+00
      0.360000      198.125    0.322806E+00    0.117357E-02   -0.320727E+00
      0.360000      207.500    0.335662E+00    0.116917E-02   -0.333620E+00
      0.360000      216.875    0.348326E+00    0.115530E-02   -0.346308E+00
      0.360000      226.250    0.360804E+00    0.113153E-02   -0.358793E+00
      0.360000      235.625    0.373099E+00    0.109742E-02   -0.371079E+00
      0.360000      245.000    0.385217E+00    0.105249E-02   -0.383173E+00
      0.360000      254.375    0.397163E+00    0.996301E-03   -0.395080E+00
      0.360000      263.750    0.408947E+00    0.928388E-03   -0.406808E+00
      0.360000      273.125    0.420576E+00    0.848302E-03   -0.418367E+00
      0.360000      282.500    0.432060E+00    0.755601E-03   -0.429768E+00
      0.360000      291.875    0.443411E+00    0.649858E-03   -0.441023E+00
      0.360000      301.250    0.454640E+00    0.530653E-03   -0.452145E+00
      0.360000      310.625    0.465761E+00    0.397581E-03   -0.463150E+00
      0.360000      320.000    0.476786E+00    0.250247E-03   -0.474053E+00
      0.362222       20.000    0.358952E-01    0.190914E-03   -0.345010E-01
      0.362222       29.375    0.525587E-01    0.270308E-03   -0.506017E-01
      0.362222       38.750    0.690440E-01    0.340060E-03   -0.666216E-01
      0.362222       48.125    0.853152E-01    0.401415E-03   -0.825358E-01
      0.362222       57.500    0.101352E+00    0.457652E-03   -0.983217E-01
      0.362222       66.875    0.117148E+00    0.512289E-03   -0.113961E+00
      0.362222       76.250    0.132705E+00    0.567826E-03   -0.129439E+00
      0.362222       85.625    0.148030E+00    0.625339E-03   -0.144747E+00
      0.362222       95.000    0.163132E+00    0.684674E-03   -0.159878E+00
      0.362222      104.375    0.178019E+00    0.744862E-03   -0.174828E+00
      0.362222      113.750    0.192701E+00    0.804540E-03   -0.189596E+00
      0.362222      123.125    0.207185E+00    0.862266E-03   -0.204179E+00
      0.362222      132.500    0.221475E+00    0.916705E-03   -0.218576E+00
      0.362222      141.875    0.235576E+00    0.966720E-03   -0.232785E+00
      0.362222      151.250    0.249489E+00    0.101138E-02   -0.246805E+00
      0.362222      160.625    0.263218E+00    0.104994E-02   -0.260635E+00
      0.362222      170.000    0.276761E+00    0.108179E-02   -0.274272E+00
      0.362222      179.375    0.290120E+00    0.110642E-02   -0.287716E+00
      0.362222      188.750    0.303294E+00    0.112334E-02   -0.300964E+00
      0.362222      198.125    0.316284E+00    0.113212E-02   -0.314015E+00
      0.362222      207.500    0.329090E+00    0.113229E-02   -0.326870E+00
      0.362222      216.875    0.341714E+00    0.112340E-02   -0.339529E+00
      0.362222      226.250    0.354158E+00    0.110496E-02   -0.351993E+00
      0.362222      235.625    0.366424E+00    0.107647E-02   -0.364264E+00
      0.362222      245.000    0.378517E+00    0.103744E-02   -0.376346E+00
      0.362222      254.375    0.390441E+00    0.987361E-03   -0.388245E+00
      0.362222      263.750    0.402202E+00    0.925717E-03   -0.399966E+00
      0.362222      273.125    0.413808E+00    0.852005E-03   -0.411519E+00
      0.362222      282.500    0.425268E+00    0.765726E-03   -0.422912E+00
      0.362222      291.875    0.436591E+00    0.666388E-03   -0.434156E+00
      0.362222      301.250    0.447788E+00    0.553511E-03   -0.445263E+00
      0.362222      310.625    0.458870E+00    0.426622E-03   -0.456248E+00
      0.362222      320.000    0.469851E+00    0.285260E-03   -0.467124E+00
      0.364444       20.000    0.344611E-01    0.167306E-03   -0.331728E-01
      0.364444       29.375    0.504999E-01    0.240555E-03   -0.486658E-01
      0.364444       38.750    0.664057E-01    0.307142E-03   -0.640991E-01
      0.364444       48.125    0.821465E-01    0.366859E-03   -0.794579E-01
      0.364444       57.500    0.977031E-01    0.421617E-03   -0.947275E-01
      0.364444       66.875    0.113067E+00    0.474160E-03   -0.109894E+00
      0.364444       76.250    0.128238E+00    0.526820E-03   -0.124947E+00
      0.364444       85.625    0.143220E+00    0.580902E-03   -0.139875E+00
      0.364444       95.000    0.158017E+00    0.636640E-03   -0.154670E+00
      0.364444      104.375    0.172637E+00    0.693455E-03   -0.169326E+00
      0.364444      113.750    0.187083E+00    0.750297E-03   -0.183837E+00
      0.364444      123.125    0.201361E+00    0.805925E-03   -0.198197E+00
      0.364444      132.500    0.215471E+00    0.859112E-03   -0.212403E+00
      0.364444      141.875    0.229416E+00    0.908746E-03   -0.226450E+00
      0.364444      151.250    0.243196E+00    0.953875E-03   -0.240332E+00
      0.364444      160.625    0.256809E+00    0.993699E-03   -0.254045E+00
      0.364444      170.000    0.270255E+00    0.102754E-02   -0.267586E+00
      0.364444      179.375    0.283531E+00    0.105480E-02   -0.280950E+00
      0.364444      188.750    0.296636E+00    0.107495E-02   -0.294134E+00
      0.364444      198.125    0.309568E+00    0.108748E-02   -0.307135E+00
      0.364444      207.500    0.322326E+00    0.109186E-02   -0.319950E+00
      0.364444      216.875    0.334911E+00    0.108759E-02   -0.332578E+00
      0.364444      226.250    0.347322E+00    0.107414E-02   -0.345019E+00
      0.364444      235.625    0.359560E+00    0.105097E-02   -0.357274E+00
      0.364444      245.000    0.371628E+00    0.101752E-02   -0.369344E+00
      0.364444      254.375    0.383531E+00    0.973242E-03   -0.381234E+00
      0.364444      263.750    0.395271E+00    0.917566E-03   -0.392948E+00
      0.364444      273.125    0.406856E+00    0.849933E-03   -0.404493E+00
      0.364444      282.500    0.418292E+00    0.769784E-03   -0.415878E+00
      0.364444      291.875    0.429589E+00    0.676566E-03   -0.427111E+00
      0.364444      301.250    0.440755E+00    0.569732E-03   -0.438204E+00
      0.364444      310.625    0.451801E+00    0.448744E-03   -0.449170E+00
      0.364444      320.000    0.462739E+00    0.313075E-03   -0.460021E+00
      0.366667       20.000    0.329801E-01    0.141920E-03   -0.318197E-01
      0.366667       29.375    0.483694E-01    0.207533E-03   -0.466945E-01
      0.366667       38.750    0.636719E-01    0.269622E-03   -0.615320E-01
      0.366667       48.125    0.788615E-01    0.326948E-03   -0.763266E-01
      0.366667       57.500    0.939208E-01    0.380162E-03   -0.910716E-01
      0.366667       66.875    0.108840E+00    0.431094E-03   -0.105758E+00
      0.366667       76.250    0.123616E+00    0.481675E-03   -0.120377E+00
      0.366667       85.625    0.138247E+00    0.533216E-03   -0.134918E+00
      0.366667       95.000    0.152737E+00    0.586180E-03   -0.149370E+00
      0.366667      104.375    0.167086E+00    0.640287E-03   -0.163726E+00
      0.366667      113.750    0.181296E+00    0.694760E-03   -0.177974E+00
      0.366667      123.125    0.195367E+00    0.748563E-03   -0.192108E+00
      0.366667      132.500    0.209298E+00    0.800595E-03   -0.206118E+00
      0.366667      141.875    0.223089E+00    0.849805E-03   -0.219997E+00
      0.366667      151.250    0.236735E+00    0.895251E-03   -0.233737E+00
      0.366667      160.625    0.250234E+00    0.936105E-03   -0.247331E+00
      0.366667      170.000    0.263582E+00    0.971648E-03   -0.260771E+00
      0.366667      179.375    0.276776E+00    0.100124E-02   -0.274053E+00
      0.366667      188.750    0.289812E+00    0.102428E-02   -0.287169E+00
      0.366667      198.125    0.302687E+00    0.104020E-02   -0.300116E+00
      0.366667      207.500    0.315397E+00    0.104845E-02   -0.312888E+00
      0.366667      216.875    0.327942E+00    0.104847E-02   -0.325483E+00
      0.366667      226.250    0.340320E+00    0.103967E-02   -0.337899E+00
      0.366667      235.625    0.352531E+00    0.102148E-02   -0.350135E+00
      0.366667      245.000    0.364575E+00    0.993282E-03   -0.362191E+00
      0.366667      254.375    0.376455E+00    0.954482E-03   -0.374070E+00
      0.366667      263.750    0.388175E+00    0.904458E-03   -0.385775E+00
      0.366667      273.125    0.399738E+00    0.842593E-03   -0.397311E+00
      0.366667      282.500    0.411152E+00    0.768267E-03   -0.408686E+00
      0.366667      291.875    0.422422E+00    0.680862E-03   -0.419908E+00
      0.366667      301.250    0.433558E+00    0.579768E-03   -0.430986E+00
      0.366667      310.625    0.444569E+00    0.464380E-03   -0.441932E+00
      0.366667      320.000    0.455465E+00    0.334102E-03   -0.452759E+00
      0.368889       20.000    0.314714E-01    0.116794E-03   -0.304477E-01
      0.368889       29.375    0.461949E-01    0.173879E-03   -0.446980E-01
      0.368889       38.750    0.608774E-01    0.230312E-03   -0.589350E-01
      0.368889       48.125    0.755004E-01    0.284303E-03   -0.731618E-01
      0.368889       57.500    0.900489E-01    0.335498E-03   -0.873785E-01
      0.368889       66.875    0.104512E+00    0.384824E-03   -0.101581E+00
      0.368889       76.250    0.118884E+00    0.433682E-03   -0.115762E+00
      0.368889       85.625    0.133160E+00    0.483215E-03   -0.129911E+00
      0.368889       95.000    0.147337E+00    0.533970E-03   -0.144016E+00
      0.368889      104.375    0.161412E+00    0.585867E-03   -0.158066E+00
      0.368889      113.750    0.175383E+00    0.638346E-03   -0.172047E+00
      0.368889      123.125    0.189247E+00    0.690556E-03   -0.185948E+00
      0.368889      132.500    0.202998E+00    0.741529E-03   -0.199758E+00
      0.368889      141.875    0.216632E+00    0.790290E-03   -0.213464E+00
      0.368889      151.250    0.230144E+00    0.835926E-03   -0.227057E+00
      0.368889      160.625    0.243528E+00    0.877612E-03   -0.240526E+00
      0.368889      170.000    0.256778E+00    0.914602E-03   -0.253862E+00
      0.368889      179.375    0.269889E+00    0.946219E-03   -0.267057E+00
      0.368889      188.750    0.282854E+00    0.971830E-03   -0.280102E+00
      0.368889      198.125    0.295670E+00    0.990827E-03   -0.292990E+00
      0.368889      207.500    0.308332E+00    0.100261E-02   -0.305715E+00
      0.368889      216.875    0.320836E+00    0.100656E-02   -0.318273E+00
      0.368889      226.250    0.333179E+00    0.100208E-02   -0.330660E+00
      0.368889      235.625    0.345361E+00    0.988528E-03   -0.342873E+00
      0.368889      245.000    0.357380E+00    0.965255E-03   -0.354911E+00
      0.368889      254.375    0.369237E+00    0.931604E-03   -0.366776E+00
      0.368889      263.750    0.380935E+00    0.886905E-03   -0.378469E+00
      0.368889      273.125    0.392476E+00    0.830481E-03   -0.389994E+00
      0.368889      282.500    0.403865E+00    0.761653E-03   -0.401358E+00
      0.368889      291.875    0.415109E+00    0.679739E-03   -0.412566E+00
      0.368889      301.250    0.426214E+00    0.584063E-03   -0.423628E+00
      0.368889      310.625    0.437190E+00    0.473951E-03   -0.434553E+00
      0.368889      320.000    0.448045E+00    0.348742E-03   -0.445355E+00
      0.371111       20.000    0.299521E-01    0.933596E-04   -0.290640E-01
      0.371111       29.375    0.440024E-01    0.141613E-03   -0.426880E-01
      0.371111       38.750    0.580559E-01    0.191557E-03   -0.563247E-01
      0.371111       48.125    0.721026E-01    0.241285E-03   -0.699847E-01
      0.371111       57.500    0.861311E-01    0.289768E-03   -0.836739E-01
      0.371111       66.875    0.100130E+00    0.337158E-03   -0.973925E-01
      0.371111       76.250    0.114091E+00    0.384285E-03   -0.111134E+00
      0.371111       85.625    0.128005E+00    0.432021E-03   -0.124889E+00
      0.371111       95.000    0.141865E+00    0.480876E-03   -0.138644E+00
      0.371111      104.375    0.155663E+00    0.530874E-03   -0.152384E+00
      0.371111      113.750    0.169392E+00    0.581610E-03   -0.166093E+00
      0.371111      123.125    0.183044E+00    0.632389E-03   -0.179757E+00
      0.371111      132.500    0.196612E+00    0.682362E-03   -0.193361E+00
      0.371111      141.875    0.210087E+00    0.730637E-03   -0.206889E+00
      0.371111      151.250    0.223462E+00    0.776346E-03   -0.220329E+00
      0.371111      160.625    0.236729E+00    0.818675E-03   -0.233668E+00
      0.371111      170.000    0.249878E+00    0.856874E-03   -0.246894E+00
      0.371111      179.375    0.262903E+00    0.890243E-03   -0.259995E+00
      0.371111      188.750    0.275796E+00    0.918122E-03   -0.272963E+00
      0.371111      198.125    0.288550E+00    0.939868E-03   -0.285787E+00
      0.371111      207.500    0.301160E+00    0.954845E-03   -0.298460E+00
      0.371111      216.875    0.313620E+00    0.962408E-03   -0.310975E+00
      0.371111      226.250    0.325927E+00    0.961900E-03   -0.323328E+00
      0.371111      235.625    0.338076E+00    0.952645E-03   -0.335513E+00
      0.371111      245.000    0.350067E+00    0.933952E-03   -0.347530E+00
      0.371111      254.375    0.361899E+00    0.905110E-03   -0.359376E+00
      0.371111      263.750    0.373572E+00    0.865396E-03   -0.371053E+00
      0.371111      273.125    0.385089E+00    0.814075E-03   -0.382564E+00
      0.371111      282.500    0.396452E+00    0.750405E-03   -0.393912E+00
      0.371111      291.875    0.407668E+00    0.673643E-03   -0.405104E+00
      0.371111      301.250    0.418741E+00    0.583043E-03   -0.416146E+00
      0.371111      310.625    0.429680E+00    0.477868E-03   -0.427050E+00
      0.371111      320.000    0.440493E+00    0.357386E-03   -0.437824E+00
      0.373333       20.000    0.284381E-01    0.724643E-04   -0.276776E-01
      0.373333       29.375    0.418162E-01    0.112085E-03   -0.406785E-01
      0.373333       38.750    0.552393E-01    0.155092E-03   -0.537198E-01
      0.373333       48.125    0.687065E-01    0.199799E-03   -0.668183E-01
      0.373333       57.500    0.822104E-01    0.244837E-03   -0.799848E-01
      0.373333       66.875    0.957405E-01    0.289772E-03   -0.932227E-01
      0.373333       76.250    0.109285E+00    0.334910E-03   -0.106527E+00
      0.373333       85.625    0.122832E+00    0.380803E-03   -0.119888E+00
      0.373333       95.000    0.136369E+00    0.427841E-03   -0.133291E+00
      0.373333      104.375    0.149884E+00    0.476072E-03   -0.146718E+00
      0.373333      113.750    0.163366E+00    0.525189E-03   -0.160151E+00
      0.373333      123.125    0.176803E+00    0.574610E-03   -0.173573E+00
      0.373333      132.500    0.190184E+00    0.623591E-03   -0.186965E+00
      0.373333      141.875    0.203496E+00    0.671318E-03   -0.200309E+00
      0.373333      151.250    0.216730E+00    0.716969E-03   -0.213590E+00
      0.373333      160.625    0.229874E+00    0.759755E-03   -0.226791E+00
      0.373333      170.000    0.242918E+00    0.798929E-03   -0.239900E+00
      0.373333      179.375    0.255853E+00    0.833781E-03   -0.252902E+00
      0.373333      188.750    0.268669E+00    0.863633E-03   -0.265785E+00
      0.373333      198.125    0.281357E+00    0.887815E-03   -0.278538E+00
      0.373333      207.500    0.293911E+00    0.905661E-03   -0.291152E+00
      0.373333      216.875    0.306323E+00    0.916494E-03   -0.303619E+00
      0.373333      226.250    0.318588E+00    0.919619E-03   -0.315931E+00
      0.373333      235.625    0.330702E+00    0.914321E-03   -0.328083E+00
      0.373333      245.000    0.342661E+00    0.899861E-03   -0.340071E+00
      0.373333      254.375    0.354464E+00    0.875480E-03   -0.351894E+00
      0.373333      263.750    0.366109E+00    0.840401E-03   -0.363550E+00
      0.373333      273.125    0.377598E+00    0.793832E-03   -0.375041E+00
      0.373333      282.500    0.388933E+00    0.734969E-03   -0.386370E+00
      0.373333      291.875    0.400117E+00    0.663003E-03   -0.397541E+00
      0.373333      301.250    0.411156E+00    0.577125E-03   -0.408561E+00
      0.373333      310.625    0.422056E+00    0.476528E-03   -0.419438E+00
      0.373333      320.000    0.432825E+00    0.360412E-03   -0.430183E+00
      0.375556       20.000    0.269451E-01    0.544706E-04   -0.263004E-01
      0.375556       29.375    0.396597E-01    0.860317E-04   -0.386861E-01
      0.375556       38.750    0.524584E-01    0.122035E-03   -0.511412E-01
      0.375556       48.125    0.653486E-01    0.161217E-03   -0.636873E-01
      0.375556       57.500    0.783280E-01    0.202166E-03   -0.763393E-01
      0.375556       66.875    0.913868E-01    0.244077E-03   -0.891028E-01
      0.375556       76.250    0.104512E+00    0.286832E-03   -0.101974E+00
      0.375556       85.625    0.117687E+00    0.330661E-03   -0.114943E+00
      0.375556       95.000    0.130897E+00    0.375793E-03   -0.127993E+00
      0.375556      104.375    0.144124E+00    0.422241E-03   -0.141105E+00
      0.375556      113.750    0.157353E+00    0.469742E-03   -0.154258E+00
      0.375556      123.125    0.170569E+00    0.517793E-03   -0.167433E+00
      0.375556      132.500    0.183756E+00    0.565732E-03   -0.180606E+00
      0.375556      141.875    0.196899E+00    0.612810E-03   -0.193760E+00
      0.375556      151.250    0.209986E+00    0.658255E-03   -0.206874E+00
      0.375556      160.625    0.223002E+00    0.701303E-03   -0.219931E+00
      0.375556      170.000    0.235935E+00    0.741218E-03   -0.232914E+00
      0.375556      179.375    0.248773E+00    0.777288E-03   -0.245808E+00
      0.375556      188.750    0.261506E+00    0.808821E-03   -0.258599E+00
      0.375556      198.125    0.274123E+00    0.835130E-03   -0.271273E+00
      0.375556      207.500    0.286615E+00    0.855522E-03   -0.283821E+00
      0.375556      216.875    0.298973E+00    0.869292E-03   -0.296231E+00
      0.375556      226.250    0.311192E+00    0.875710E-03   -0.308495E+00
      0.375556      235.625    0.323265E+00    0.874021E-03   -0.320607E+00
      0.375556      245.000    0.335187E+00    0.863443E-03   -0.332560E+00
      0.375556      254.375    0.346955E+00    0.843170E-03   -0.344353E+00
      0.375556      263.750    0.358568E+00    0.812369E-03   -0.355981E+00
      0.375556      273.125    0.370025E+00    0.770190E-03   -0.367447E+00
      0.375556      282.500    0.381326E+00    0.715769E-03   -0.378751E+00
      0.375556      291.875    0.392476E+00    0.648234E-03   -0.389896E+00
      0.375556      301.250    0.403477E+00    0.566705E-03   -0.400890E+00
      0.375556      310.625    0.414335E+00    0.470311E-03   -0.411737E+00
      0.375556      320.000    0.425057E+00    0.358184E-03   -0.422448E+00
      0.377778       20.000    0.254890E-01    0.393896E-04   -0.249464E-01
      0.377778       29.375    0.375555E-01    0.637030E-04   -0.367295E-01
      0.377778       38.750    0.497418E-01    0.929527E-04   -0.486114E-01
      0.377778       48.125    0.620635E-01    0.126394E-03   -0.606178E-01
      0.377778       57.500    0.745228E-01    0.162783E-03   -0.727662E-01
      0.377778       66.875    0.871116E-01    0.201157E-03   -0.850638E-01
      0.377778       76.250    0.998154E-01    0.241093E-03   -0.975080E-01
      0.377778       85.625    0.112616E+00    0.282546E-03   -0.110087E+00
      0.377778       95.000    0.125493E+00    0.325571E-03   -0.122785E+00
      0.377778      104.375    0.138427E+00    0.370109E-03   -0.135581E+00
      0.377778      113.750    0.151397E+00    0.415903E-03   -0.148451E+00
      0.377778      123.125    0.164385E+00    0.462498E-03   -0.161372E+00
      0.377778      132.500    0.177371E+00    0.509290E-03   -0.174322E+00
      0.377778      141.875    0.190337E+00    0.555584E-03   -0.187277E+00
      0.377778      151.250    0.203269E+00    0.600651E-03   -0.200216E+00
      0.377778      160.625    0.216149E+00    0.643755E-03   -0.213120E+00
      0.377778      170.000    0.228963E+00    0.684173E-03   -0.225969E+00
      0.377778      179.375    0.241698E+00    0.721195E-03   -0.238746E+00
      0.377778      188.750    0.254340E+00    0.754121E-03   -0.251435E+00
      0.377778      198.125    0.266877E+00    0.782249E-03   -0.264022E+00
      0.377778      207.500    0.279300E+00    0.804868E-03   -0.276494E+00
      0.377778      216.875    0.291598E+00    0.821242E-03   -0.288839E+00
      0.377778      226.250    0.303763E+00    0.830612E-03   -0.301047E+00
      0.377778      235.625    0.315788E+00    0.832185E-03   -0.313110E+00
      0.377778      245.000    0.327667E+00    0.825137E-03   -0.325021E+00
      0.377778      254.375    0.339395E+00    0.808610E-03   -0.336775E+00
      0.377778      263.750    0.350970E+00    0.781723E-03   -0.348369E+00
      0.377778      273.125    0.362389E+00    0.743565E-03   -0.359802E+00
      0.377778      282.500    0.373652E+00    0.693212E-03   -0.371075E+00
      0.377778      291.875    0.384762E+00    0.629725E-03   -0.382189E+00
      0.377778      301.250    0.395721E+00    0.552162E-03   -0.393150E+00
      0.377778      310.625    0.406533E+00    0.459580E-03   -0.403962E+00
      0.377778      320.000    0.417204E+00    0.351046E-03   -0.414635E+00
      0.380000       20.000    0.240854E-01    0.270085E-04   -0.236310E-01
      0.380000       29.375    0.355251E-01    0.450010E-04   -0.348287E-01
      0.380000       38.750    0.471167E-01    0.679868E-04   -0.461540E-01
      0.380000       48.125    0.588829E-01    0.957343E-04   -0.576360E-01
      0.380000       57.500    0.708307E-01    0.127306E-03   -0.692941E-01
      0.380000       66.875    0.829539E-01    0.161750E-03   -0.811365E-01
      0.380000       76.250    0.952375E-01    0.198471E-03   -0.931607E-01
      0.380000       85.625    0.107661E+00    0.237216E-03   -0.105355E+00
      0.380000       95.000    0.120202E+00    0.277877E-03   -0.117702E+00
      0.380000      104.375    0.132836E+00    0.320312E-03   -0.130180E+00
      0.380000      113.750    0.145540E+00    0.364245E-03   -0.142763E+00
      0.380000      123.125    0.158291E+00    0.409241E-03   -0.155426E+00
      0.380000      132.500    0.171067E+00    0.454736E-03   -0.168144E+00
      0.380000      141.875    0.183849E+00    0.500080E-03   -0.180893E+00
      0.380000      151.250    0.196616E+00    0.544578E-03   -0.193648E+00
      0.380000      160.625    0.209351E+00    0.587520E-03   -0.206389E+00
      0.380000      170.000    0.222037E+00    0.628196E-03   -0.219094E+00
      0.380000      179.375    0.234659E+00    0.665902E-03   -0.231745E+00
      0.380000      188.750    0.247201E+00    0.699934E-03   -0.244322E+00
      0.380000      198.125    0.259651E+00    0.729579E-03   -0.256812E+00
      0.380000      207.500    0.271996E+00    0.754105E-03   -0.269198E+00
      0.380000      216.875    0.284225E+00    0.772755E-03   -0.281468E+00
      0.380000      226.250    0.296329E+00    0.784737E-03   -0.293610E+00
      0.380000      235.625    0.308298E+00    0.789224E-03   -0.305615E+00
      0.380000      245.000    0.320126E+00    0.785349E-03   -0.317475E+00
      0.380000      254.375    0.331806E+00    0.772207E-03   -0.329182E+00
      0.380000      263.750    0.343335E+00    0.748862E-03   -0.340734E+00
      0.380000      273.125    0.354710E+00    0.714348E-03   -0.352127E+00
      0.380000      282.500    0.365930E+00    0.667678E-03   -0.363361E+00
      0.380000      291.875    0.376994E+00    0.607850E-03   -0.374437E+00
      0.380000      301.250    0.387905E+00    0.533853E-03   -0.385359E+00
      0.380000      310.625    0.398666E+00    0.444679E-03   -0.396131E+00
      0.380000      320.000    0.409281E+00    0.339327E-03   -0.406760E+00
      0.382222       20.000    0.227483E-01    0.169973E-04   -0.223687E-01
      0.382222       29.375    0.335877E-01    0.296139E-04   -0.330029E-01
      0.382222       38.750    0.446072E-01    0.469753E-04   -0.437919E-01
      0.382222       48.125    0.558355E-01    0.692945E-04   -0.547676E-01
      0.382222       57.500    0.672841E-01    0.960005E-04   -0.659506E-01
      0.382222       66.875    0.789490E-01    0.126279E-03   -0.773498E-01
      0.382222       76.250    0.908151E-01    0.159482E-03   -0.889626E-01
      0.382222       85.625    0.102861E+00    0.195218E-03   -0.100777E+00
      0.382222       95.000    0.115061E+00    0.233254E-03   -0.112775E+00
      0.382222      104.375    0.127390E+00    0.273366E-03   -0.124933E+00
      0.382222      113.750    0.139820E+00    0.315246E-03   -0.137226E+00
      0.382222      123.125    0.152326E+00    0.358466E-03   -0.149625E+00
      0.382222      132.500    0.164883E+00    0.402488E-03   -0.162105E+00
      0.382222      141.875    0.177469E+00    0.446693E-03   -0.174639E+00
      0.382222      151.250    0.190062E+00    0.490416E-03   -0.187201E+00
      0.382222      160.625    0.202642E+00    0.532968E-03   -0.199769E+00
      0.382222      170.000    0.215189E+00    0.573655E-03   -0.212320E+00
      0.382222      179.375    0.227687E+00    0.611779E-03   -0.224833E+00
      0.382222      188.750    0.240120E+00    0.646631E-03   -0.237288E+00
      0.382222      198.125    0.252472E+00    0.677490E-03   -0.249669E+00
      0.382222      207.500    0.264729E+00    0.703610E-03   -0.261959E+00
      0.382222      216.875    0.276880E+00    0.724208E-03   -0.274143E+00
      0.382222      226.250    0.288912E+00    0.738466E-03   -0.286209E+00
      0.382222      235.625    0.300817E+00    0.745519E-03   -0.298146E+00
      0.382222      245.000    0.312585E+00    0.744459E-03   -0.309944E+00
      0.382222      254.375    0.324210E+00    0.734335E-03   -0.321596E+00
      0.382222      263.750    0.335686E+00    0.714158E-03   -0.333096E+00
      0.382222      273.125    0.347009E+00    0.682905E-03   -0.344441E+00
      0.382222      282.500    0.358177E+00    0.639526E-03   -0.355628E+00
      0.382222      291.875    0.369189E+00    0.582955E-03   -0.366658E+00
      0.382222      301.250    0.380045E+00    0.512116E-03   -0.377534E+00
      0.382222      310.625    0.390749E+00    0.425932E-03   -0.388258E+00
