             # klen              E(eV)
     0.566260548    -2.356681331
     0.578401466    -2.325853468
     0.590542384    -2.295189233
     0.602683302    -2.260167737
     0.614824220    -2.224478706
     0.626965139    -2.188183889
     0.639106057    -2.151335555
     0.651246975    -2.113989542
     0.663387893    -2.077559830
  
     0.000000000    -2.074735625
     0.007009492    -2.110171673
     0.014018985    -2.148419921
     0.021028477    -2.187197267
     0.028037969    -2.226468213
     0.035047461    -2.266198868
     0.042056954    -2.294949108
     0.049066446    -2.293264339
     0.056075938    -2.290297086
     0.063085430    -2.287413484
     0.070094923    -2.284203883
     0.077104415    -2.280688845
     0.084113907    -2.276899693
     0.091123400    -2.272884925
     0.098132892    -2.268720428
     0.105142384    -2.264527203
     0.112151876    -2.261238529
     0.119161369    -2.257332040
     0.126170861    -2.255140740
     0.133180353    -2.255839557
     0.140189845    -2.261596622
     0.140189845    -2.261596622
     0.154208830    -2.229629838
     0.168227814    -2.204281943
     0.182246798    -2.169260564
     0.196265783    -2.154573436
     0.210284767    -2.139046101
     0.224303751    -2.123208009
     0.238322736    -2.107405288
     0.252341720    -2.091972918
     0.266360704    -2.104993347
     0.280379689    -2.096845285
     0.294398673    -2.156788492
     0.308417657    -2.035791285
     0.322436642    -2.024274475
     0.336455626    -2.287032036
     0.350474611    -2.339066937
     0.364493595    -2.348043917
     0.378512579    -2.254840494
     0.392531564    -1.987447233
     0.406550548    -1.896283307
     0.420569532    -1.974523279
     0.420569532    -1.974523279
     0.432710450    -1.896280331
     0.444851368    -1.908865607
     0.456992286    -1.870042221
     0.469133204    -2.158989903
     0.481274122    -2.222996419
     0.493415040    -2.270590016
     0.505555958    -2.275045113
     0.517696876    -2.223533653
     0.529837794    -2.173619028
     0.541978712    -2.125396849
     0.554119630    -2.156992132
     0.566260548    -2.240970955
     0.578401466    -2.325299668
     0.590542384    -2.290960691
     0.602683302    -2.255849216
     0.614824220    -2.220068823
     0.626965139    -2.183676032
     0.639106057    -2.146721045
     0.651246975    -2.109257889
     0.663387893    -2.074735625
  
     0.000000000    -2.072664737
     0.007009492    -2.037879958
     0.014018985    -2.001309461
     0.021028477    -1.965267003
     0.028037969    -1.929785458
     0.035047461    -1.894883268
     0.042056954    -1.872984404
     0.049066446    -2.292838086
     0.056075938    -1.917526017
     0.063085430    -1.940354260
     0.070094923    -1.963513387
     0.077104415    -1.986967232
     0.084113907    -2.010669480
     0.091123400    -2.034557197
     0.098132892    -2.058539742
     0.105142384    -2.082478006
     0.112151876    -2.260488494
     0.119161369    -2.249554595
     0.126170861    -2.225537803
     0.133180353    -2.203036076
     0.140189845    -2.183100723
     0.140189845    -2.183100723
     0.154208830    -2.189824821
     0.168227814    -2.182033511
     0.182246798    -2.168960175
     0.196265783    -2.154365191
     0.210284767    -2.138900625
     0.224303751    -2.123099345
     0.238322736    -2.107313906
     0.252341720    -2.091835721
     0.266360704    -2.077264228
     0.280379689    -2.074491947
     0.294398673    -2.048457672
     0.308417657    -1.911240605
     0.322436642    -1.831567683
     0.336455626    -2.014001366
     0.350474611    -2.005086914
     0.364493595    -1.997636287
     0.378512579    -1.991736557
     0.392531564    -1.987445708
     0.406550548    -1.378154618
     0.420569532    -1.314588408
     0.420569532    -1.314588408
     0.432710450    -1.378026051
     0.444851368    -1.890192653
     0.456992286    -1.850920445
     0.469133204    -1.833406941
     0.481274122    -2.206864676
     0.493415040    -2.255077752
     0.505555958    -2.271143600
     0.517696876    -2.219357688
     0.529837794    -2.169157558
     0.541978712    -2.120632447
     0.554119630    -2.078941923
     0.566260548    -2.034324273
     0.578401466    -1.991609406
     0.590542384    -1.950873192
     0.602683302    -1.912260953
     0.614824220    -1.921417087
     0.626965139    -1.960482607
     0.639106057    -1.999342105
     0.651246975    -2.037900777
     0.663387893    -2.072664737
  
     0.000000000    -2.069914461
     0.007009492    -2.035009897
     0.014018985    -1.998355899
     0.021028477    -1.962234833
     0.028037969    -1.926679740
     0.035047461    -1.891709015
     0.042056954    -1.872516585
     0.049066446    -1.895059039
     0.056075938    -1.917108578
     0.063085430    -1.939950192
     0.070094923    -1.963114172
     0.077104415    -1.986565008
     0.084113907    -2.010256246
     0.091123400    -2.034124009
     0.098132892    -2.058075745
     0.105142384    -2.081969168
     0.112151876    -2.106142802
     0.119161369    -2.129126589
     0.126170861    -2.150654493
     0.133180353    -2.169244280
     0.140189845    -2.181681235
     0.140189845    -2.181681235
     0.154208830    -2.189134082
     0.168227814    -2.181598920
     0.182246798    -2.093169861
     0.196265783    -2.077713716
     0.210284767    -2.069389921
     0.224303751    -2.068114510
     0.238322736    -2.073745382
     0.252341720    -2.086050603
     0.266360704    -2.077180036
     0.280379689    -2.074460035
     0.294398673    -2.048449359
     0.308417657    -1.911222352
     0.322436642    -1.831548229
     0.336455626    -2.014000380
     0.350474611    -2.005086223
     0.364493595    -1.997636053
     0.378512579    -1.991736183
     0.392531564    -1.813547674
     0.406550548    -1.378122836
     0.420569532    -1.314565718
     0.420569532    -1.314565718
     0.432710450    -1.348767663
     0.444851368    -1.812305583
     0.456992286    -1.729966749
     0.469133204    -1.814134295
     0.481274122    -1.799379264
     0.493415040    -1.768337264
     0.505555958    -1.831417858
     0.517696876    -1.911018775
     0.529837794    -1.991943744
     0.541978712    -2.073962699
     0.554119630    -2.073853942
     0.566260548    -2.028887480
     0.578401466    -1.985796927
     0.590542384    -1.944657817
     0.602683302    -1.905641467
     0.614824220    -1.915914284
     0.626965139    -1.955158961
     0.639106057    -1.994188988
     0.651246975    -2.032903453
     0.663387893    -2.069914461
  
     0.000000000    -1.759739503
     0.007009492    -1.770895797
     0.014018985    -1.789457818
     0.021028477    -1.809435774
     0.028037969    -1.830113497
     0.035047461    -1.851316121
     0.042056954    -1.860545541
     0.049066446    -1.894618273
     0.056075938    -1.793768472
     0.063085430    -1.761318576
     0.070094923    -1.729522116
     0.077104415    -1.698398720
     0.084113907    -1.667970833
     0.091123400    -1.638264847
     0.098132892    -1.609312726
     0.105142384    -1.581154822
     0.112151876    -2.105570295
     0.119161369    -2.128465580
     0.126170861    -2.149877992
     0.133180353    -2.168350726
     0.140189845    -2.181662450
     0.140189845    -2.181662450
     0.154208830    -2.145470381
     0.168227814    -2.115775241
     0.182246798    -1.649662437
     0.196265783    -1.714832304
     0.210284767    -1.779526022
     0.224303751    -1.843722999
     0.238322736    -1.907406816
     0.252341720    -1.970534122
     0.266360704    -2.032758773
     0.280379689    -2.059896575
     0.294398673    -1.991682143
     0.308417657    -1.401563683
     0.322436642    -1.454961893
     0.336455626    -1.752896655
     0.350474611    -1.675632088
     0.364493595    -1.657222957
     0.378512579    -1.733306724
     0.392531564    -1.813342120
     0.406550548    -1.307459555
     0.420569532    -1.314563132
     0.420569532    -1.314563132
     0.432710450    -1.336155696
     0.444851368    -1.449484530
     0.456992286    -1.522798465
     0.469133204    -1.649784556
     0.481274122    -1.780400287
     0.493415040    -1.759452476
     0.505555958    -1.740638426
     0.517696876    -1.716611523
     0.529837794    -1.696541629
     0.541978712    -1.685111021
     0.554119630    -1.724315621
     0.566260548    -1.763683293
     0.578401466    -1.803134477
     0.590542384    -1.842591163
     0.602683302    -1.881921101
     0.614824220    -1.875515270
     0.626965139    -1.841301756
     0.639106057    -1.809529303
     0.651246975    -1.780657246
     0.663387893    -1.759739503
  
     0.000000000    -1.755376899
     0.007009492    -1.768905695
     0.014018985    -1.788330448
     0.021028477    -1.808633842
     0.028037969    -1.829475085
     0.035047461    -1.850771549
     0.042056954    -1.857328495
     0.049066446    -1.826853815
     0.056075938    -1.790445403
     0.063085430    -1.757963349
     0.070094923    -1.726146170
     0.077104415    -1.695014274
     0.084113907    -1.664590887
     0.091123400    -1.634903174
     0.098132892    -1.605983985
     0.105142384    -1.577875039
     0.112151876    -1.553845684
     0.119161369    -1.527468703
     0.126170861    -1.502182689
     0.133180353    -1.478419748
     0.140189845    -1.458537634
     0.140189845    -1.458537634
     0.154208830    -1.518269995
     0.168227814    -1.584068460
     0.182246798    -1.649569918
     0.196265783    -1.714753830
     0.210284767    -1.779453562
     0.224303751    -1.843651017
     0.238322736    -1.907329164
     0.252341720    -1.970439392
     0.266360704    -2.032603847
     0.280379689    -2.059843665
     0.294398673    -1.991665109
     0.308417657    -1.401063988
     0.322436642    -1.454538673
     0.336455626    -1.752875760
     0.350474611    -1.675607829
     0.364493595    -1.656961823
     0.378512579    -1.733075343
     0.392531564    -1.449654922
     0.406550548    -1.307448686
     0.420569532    -1.314514906
     0.420569532    -1.314514906
     0.432710450    -1.281046729
     0.444851368    -1.383661256
     0.456992286    -1.419181956
     0.469133204    -1.597581258
     0.481274122    -1.673491924
     0.493415040    -1.741068654
     0.505555958    -1.720461431
     0.517696876    -1.697203196
     0.529837794    -1.677817026
     0.541978712    -1.680654693
     0.554119630    -1.717371170
     0.566260548    -1.757099424
     0.578401466    -1.796862652
     0.590542384    -1.836589763
     0.602683302    -1.876127174
     0.614824220    -1.868348245
     0.626965139    -1.833646772
     0.639106057    -1.801367718
     0.651246975    -1.772165963
     0.663387893    -1.755376899
  
     0.000000000    -1.740226723
     0.007009492    -1.727139523
     0.014018985    -1.709038669
     0.021028477    -1.690938762
     0.028037969    -1.673175800
     0.035047461    -1.655824158
     0.042056954    -1.638910817
     0.049066446    -1.823573838
     0.056075938    -1.606444354
     0.063085430    -1.590902430
     0.070094923    -1.575825174
     0.077104415    -1.561213709
     0.084113907    -1.547068016
     0.091123400    -1.533386892
     0.098132892    -1.520167672
     0.105142384    -1.507405633
     0.112151876    -1.550633848
     0.119161369    -1.524352086
     0.126170861    -1.499218045
     0.133180353    -1.475804213
     0.140189845    -1.457169471
     0.140189845    -1.457169471
     0.154208830    -1.518047790
     0.168227814    -1.583944186
     0.182246798    -1.398463794
     0.196265783    -1.384126102
     0.210284767    -1.371451148
     0.224303751    -1.360362649
     0.238322736    -1.350809228
     0.252341720    -1.342803436
     0.266360704    -1.336652187
     0.280379689    -1.335295821
     0.294398673    -1.358010048
     0.308417657    -1.317227595
     0.322436642    -1.314637149
     0.336455626    -1.515924590
     0.350474611    -1.582859797
     0.364493595    -1.597371248
     0.378512579    -1.523057891
     0.392531564    -1.449627261
     0.406550548    -1.236629441
     0.420569532    -1.291142892
     0.420569532    -1.291142892
     0.432710450    -1.262615944
     0.444851368    -1.371825131
     0.456992286    -1.408427022
     0.469133204    -1.455179105
     0.481274122    -1.572723182
     0.493415040    -1.534795369
     0.505555958    -1.569658604
     0.517696876    -1.607583913
     0.529837794    -1.646159515
     0.541978712    -1.677743892
     0.554119630    -1.669105535
     0.566260548    -1.661971024
     0.578401466    -1.659250179
     0.590542384    -1.660869698
     0.602683302    -1.666693402
     0.614824220    -1.676532203
     0.626965139    -1.690147860
     0.639106057    -1.707223588
     0.651246975    -1.727056873
     0.663387893    -1.740226723
  
     0.000000000    -1.736019462
     0.007009492    -1.725305183
     0.014018985    -1.708068339
     0.021028477    -1.690296084
     0.028037969    -1.672700008
     0.035047461    -1.655447733
     0.042056954    -1.638599234
     0.049066446    -1.622448537
     0.056075938    -1.606209502
     0.063085430    -1.590690687
     0.070094923    -1.575629952
     0.077104415    -1.561029671
     0.084113907    -1.546890373
     0.091123400    -1.533210744
     0.098132892    -1.519987161
     0.105142384    -1.507212443
     0.112151876    -1.495092825
     0.119161369    -1.483216267
     0.126170861    -1.471761718
     0.133180353    -1.460865573
     0.140189845    -1.457159484
     0.140189845    -1.457159484
     0.154208830    -1.432849225
     0.168227814    -1.414582131
     0.182246798    -1.398449146
     0.196265783    -1.384110862
     0.210284767    -1.371433987
     0.224303751    -1.360342662
     0.238322736    -1.350784665
     0.252341720    -1.342769606
     0.266360704    -1.336590786
     0.280379689    -1.335063195
     0.294398673    -1.357453839
     0.308417657    -1.317216525
     0.322436642    -1.314629850
     0.336455626    -1.515566229
     0.350474611    -1.582555771
     0.364493595    -1.597344417
     0.378512579    -1.523032693
     0.392531564    -1.307696635
     0.406550548    -1.236602043
     0.420569532    -1.291136476
     0.420569532    -1.291136476
     0.432710450    -1.236829678
     0.444851368    -1.248231354
     0.456992286    -1.216083339
     0.469133204    -1.445628587
     0.481274122    -1.490848800
     0.493415040    -1.521524823
     0.505555958    -1.560111921
     0.517696876    -1.599051063
     0.529837794    -1.638282499
     0.541978712    -1.662682857
     0.554119630    -1.651964072
     0.566260548    -1.645718858
     0.578401466    -1.643920978
     0.590542384    -1.646472690
     0.602683302    -1.653217763
     0.614824220    -1.663953549
     0.626965139    -1.678437786
     0.639106057    -1.696374009
     0.651246975    -1.717256669
     0.663387893    -1.736019462
  
     0.000000000    -0.848103010
     0.007009492    -0.853964960
     0.014018985    -0.869949461
     0.021028477    -0.892862549
     0.028037969    -0.920022733
     0.035047461    -0.949734669
     0.042056954    -0.981008764
     0.049066446    -1.622181727
     0.056075938    -1.046152117
     0.063085430    -1.079447819
     0.070094923    -1.113005965
     0.077104415    -1.146726419
     0.084113907    -1.180537969
     0.091123400    -1.214387943
     0.098132892    -1.248235424
     0.105142384    -1.282046047
     0.112151876    -1.494872793
     0.119161369    -1.482939914
     0.126170861    -1.471349928
     0.133180353    -1.460015549
     0.140189845    -1.455559937
     0.140189845    -1.455559937
     0.154208830    -1.432757188
     0.168227814    -1.414561348
     0.182246798    -1.332875359
     0.196265783    -1.305129356
     0.210284767    -1.284460885
     0.224303751    -1.271787182
     0.238322736    -1.267942217
     0.252341720    -1.273549782
     0.266360704    -1.288685171
     0.280379689    -1.310433952
     0.294398673    -1.319131989
     0.308417657    -0.805734915
     0.322436642    -0.864194545
     0.336455626    -1.312395529
     0.350474611    -1.310616942
     0.364493595    -1.309275079
     0.378512579    -1.308316557
     0.392531564    -1.307687097
     0.406550548     1.296265779
     0.420569532     1.335526447
     0.420569532     1.335526447
     0.432710450     1.299592918
     0.444851368    -1.228126541
     0.456992286    -1.193589297
     0.469133204    -1.184558912
     0.481274122    -1.483346044
     0.493415040    -1.490313047
     0.505555958    -1.420057243
     0.517696876    -1.349974569
     0.529837794    -1.282670519
     0.541978712    -1.218648718
     0.554119630    -1.158300415
     0.566260548    -1.102024618
     0.578401466    -1.050246280
     0.590542384    -1.003412607
     0.602683302    -0.961977256
     0.614824220    -0.926373651
     0.626965139    -0.896978468
     0.639106057    -0.874068823
     0.651246975    -0.857780010
     0.663387893    -0.848103010
  
     0.000000000    -0.848042757
     0.007009492    -0.853907153
     0.014018985    -0.869897098
     0.021028477    -0.892815764
     0.028037969    -0.919980364
     0.035047461    -0.949695373
     0.042056954    -0.980971349
     0.049066446    -1.013265079
     0.056075938    -1.046115500
     0.063085430    -1.079410258
     0.070094923    -1.112966526
     0.077104415    -1.146684028
     0.084113907    -1.180491289
     0.091123400    -1.214335175
     0.098132892    -1.248173972
     0.105142384    -1.281971849
     0.112151876    -1.315786204
     0.119161369    -1.349411442
     0.126170861    -1.382824499
     0.133180353    -1.415575246
     0.140189845    -1.438036022
     0.140189845    -1.438036022
     0.154208830    -1.405378955
     0.168227814    -1.366730275
     0.182246798    -1.330755017
     0.196265783    -1.303251787
     0.210284767    -1.282824588
     0.224303751    -1.270380308
     0.238322736    -1.266748018
     0.252341720    -1.272551370
     0.266360704    -1.287877987
     0.280379689    -1.309938742
     0.294398673    -1.319079087
     0.308417657    -0.805681255
     0.322436642    -0.864141433
     0.336455626    -1.312388256
     0.350474611    -1.310609114
     0.364493595    -1.309266651
     0.378512579    -1.308307582
     0.392531564    -1.170719366
     0.406550548     1.296270177
     0.420569532     1.335528200
     0.420569532     1.335528200
     0.432710450     1.309275817
     0.444851368    -1.170870811
     0.456992286    -1.106598046
     0.469133204    -1.159137838
     0.481274122    -1.153604242
     0.493415040    -1.123165575
     0.505555958    -1.093203461
     0.517696876    -1.063710568
     0.529837794    -1.034731612
     0.541978712    -1.006383075
     0.554119630    -0.978870006
     0.566260548    -0.952497497
     0.578401466    -0.927675178
     0.590542384    -0.904913825
     0.602683302    -0.884813574
     0.614824220    -0.868043139
     0.626965139    -0.855309360
     0.639106057    -0.847316969
     0.651246975    -0.844720414
     0.663387893    -0.848042757
  
     0.000000000    -0.632426350
     0.007009492    -0.626485267
     0.014018985    -0.610265291
     0.021028477    -0.586963350
     0.028037969    -0.559262396
     0.035047461    -0.528858183
     0.042056954    -0.496740443
     0.049066446    -1.013228521
     0.056075938    -0.429456512
     0.063085430    -0.394864526
     0.070094923    -0.359859968
     0.077104415    -0.324543347
     0.084113907    -0.288986062
     0.091123400    -0.253240521
     0.098132892    -0.217346357
     0.105142384    -0.181334382
     0.112151876    -1.315692257
     0.119161369    -1.349283956
     0.126170861    -1.382630054
     0.133180353    -1.415197913
     0.140189845    -1.438030536
     0.140189845    -1.438030536
     0.154208830    -1.402959068
     0.168227814    -1.364389943
     0.182246798    -0.217487032
     0.196265783    -0.288925029
     0.210284767    -0.359382692
     0.224303751    -0.428528956
     0.238322736    -0.496041416
     0.252341720    -0.561657222
     0.266360704    -0.625243637
     0.280379689    -0.686870825
     0.294398673    -0.746854200
     0.308417657     0.858582568
     0.322436642     0.926947781
     0.336455626    -0.922936315
     0.350474611    -0.982578981
     0.364493595    -1.043592092
     0.378512579    -1.106271315
     0.392531564    -1.170685416
     0.406550548     1.335607564
     0.420569532     1.350310393
     0.420569532     1.350310393
     0.432710450     1.323911754
     0.444851368     1.254995388
     0.456992286     1.209882457
     0.469133204    -1.044545086
     0.481274122    -1.124696978
     0.493415040    -1.090151649
     0.505555958    -1.055386244
     0.517696876    -1.020308791
     0.529837794    -0.984871803
     0.541978712    -0.949090108
     0.554119630    -0.913054111
     0.566260548    -0.876937491
     0.578401466    -0.840999539
     0.590542384    -0.805583390
     0.602683302    -0.771111722
     0.614824220    -0.738081058
     0.626965139    -0.707054743
     0.639106057    -0.678653488
     0.651246975    -0.653541305
     0.663387893    -0.632426350
  
     0.000000000    -0.632382039
     0.007009492    -0.626443498
     0.014018985    -0.610229260
     0.021028477    -0.586933396
     0.028037969    -0.559237582
     0.035047461    -0.528837416
     0.042056954    -0.496722821
     0.049066446    -0.463489294
     0.056075938    -0.429443310
     0.063085430    -0.394852912
     0.070094923    -0.359849665
     0.077104415    -0.324534146
     0.084113907    -0.288977804
     0.091123400    -0.253233083
     0.098132892    -0.217339643
     0.105142384    -0.181328315
     0.112151876    -0.145229164
     0.119161369    -0.109050761
     0.126170861    -0.072815909
     0.133180353    -0.036538863
     0.140189845    -0.000241350
     0.140189845    -0.000241350
     0.154208830    -0.072882040
     0.168227814    -0.145379631
     0.182246798    -0.217473265
     0.196265783    -0.288907660
     0.210284767    -0.359361066
     0.224303751    -0.428502376
     0.238322736    -0.496009261
     0.252341720    -0.561619143
     0.266360704    -0.625199790
     0.280379689    -0.686822045
     0.294398673    -0.746802003
     0.308417657     0.858582700
     0.322436642     0.926948393
     0.336455626    -0.922885458
     0.350474611    -0.982531581
     0.364493595    -1.043548844
     0.378512579    -1.106232555
     0.392531564     1.243262126
     0.406550548     1.335635490
     0.420569532     1.350315768
     0.420569532     1.350315768
     0.432710450     1.359183706
     0.444851368     1.268026391
     0.456992286     1.220080948
     0.469133204     1.164561943
     0.481274122    -0.985011124
     0.493415040    -0.928288343
     0.505555958    -0.874696493
     0.517696876    -0.824592916
     0.529837794    -0.778374936
