             # klen              E(eV)
     0.541978712    -0.736476414
     0.554119630    -0.699357283
     0.566260548    -0.667484257
     0.578401466    -0.641301525
     0.590542384    -0.621192262
     0.602683302    -0.607435010
     0.614824220    -0.600162463
     0.626965139    -0.599332167
     0.639106057    -0.604717180
     0.651246975    -0.615919709
     0.663387893    -0.632382039
  
     0.000000000     0.622190874
     0.007009492     0.616555444
     0.014018985     0.601103830
     0.021028477     0.578775999
     0.028037969     0.552089049
     0.035047461     0.522663505
     0.042056954     0.491458098
     0.049066446    -0.463474134
     0.056075938     0.425756711
     0.063085430     0.391828372
     0.070094923     0.357402266
     0.077104415     0.322580587
     0.084113907     0.287437486
     0.091123400     0.252029134
     0.098132892     0.216399979
     0.105142384     0.180586760
     0.112151876    -0.145223683
     0.119161369    -0.109045816
     0.126170861    -0.072811458
     0.133180353    -0.036534869
     0.140189845    -0.000235793
     0.140189845    -0.000235793
     0.154208830    -0.072873931
     0.168227814    -0.145368914
     0.182246798     0.217711926
     0.196265783     0.290190511
     0.210284767     0.362494024
     0.224303751     0.434568701
     0.238322736     0.506359054
     0.252341720     0.577805252
     0.266360704     0.648839890
     0.280379689     0.719383682
     0.294398673     0.789339342
     0.308417657     1.133848943
     0.322436642     1.153064688
     0.336455626     0.994208841
     0.350474611     1.060045365
     0.364493595     1.123994677
     0.378512579     1.185385529
     0.392531564     1.243266290
     0.406550548     1.387077880
     0.420569532     1.350316017
     0.420569532     1.350316017
     0.432710450     1.364366915
     0.444851368     1.286933302
     0.456992286     1.243365588
     0.469133204     1.168806106
     0.481274122     1.116185589
     0.493415040     1.063412310
     0.505555958     1.011274563
     0.517696876     0.960363103
     0.529837794     0.911178836
     0.541978712     0.864190529
     0.554119630     0.819866702
     0.566260548     0.778692546
     0.578401466     0.741176136
     0.590542384     0.707844922
     0.602683302     0.679231974
     0.614824220     0.655851353
     0.626965139     0.638163347
     0.639106057     0.626533069
     0.651246975     0.621189230
     0.663387893     0.622190874
  
     0.000000000     0.622193780
     0.007009492     0.616557886
     0.014018985     0.601105436
     0.021028477     0.578777428
     0.028037969     0.552090916
     0.035047461     0.522665794
     0.042056954     0.491460642
     0.049066446     0.459040255
     0.056075938     0.425759351
     0.063085430     0.391830940
     0.070094923     0.357404737
     0.077104415     0.322582981
     0.084113907     0.287439866
     0.091123400     0.252031602
     0.098132892     0.216402655
     0.105142384     0.180589769
     0.112151876     0.144621188
     0.119161369     0.108531780
     0.126170861     0.072345179
     0.133180353     0.036087125
     0.140189845    -0.000210078
     0.140189845    -0.000210078
     0.154208830     0.072450645
     0.168227814     0.145112727
     0.182246798     0.217718559
     0.196265783     0.290196397
     0.210284767     0.362499183
     0.224303751     0.434573145
     0.238322736     0.506362789
     0.252341720     0.577808278
     0.266360704     0.648842203
     0.280379689     0.719385277
     0.294398673     0.789340210
     0.308417657     1.133907619
     0.322436642     1.153119028
     0.336455626     0.994210206
     0.350474611     1.060047485
     0.364493595     1.123997543
     0.378512579     1.185389102
     0.392531564     1.308667841
     0.406550548     1.387080700
     0.420569532     1.350327630
     0.420569532     1.350327630
     0.432710450     1.389944316
     0.444851368     1.365168818
     0.456992286     1.364771769
     0.469133204     1.196579843
     0.481274122     1.119196903
     0.493415040     1.073945538
     0.505555958     1.028984177
     0.517696876     0.984516550
     0.529837794     0.940780514
     0.541978712     0.898054302
     0.554119630     0.856662575
     0.566260548     0.816981897
     0.578401466     0.779444716
     0.590542384     0.744540382
     0.602683302     0.712811158
     0.614824220     0.684840773
     0.626965139     0.661233206
     0.639106057     0.642580499
     0.651246975     0.629420914
     0.663387893     0.622193780
  
     0.000000000     0.834140374
     0.007009492     0.839618467
     0.014018985     0.854597822
     0.021028477     0.876138372
     0.028037969     0.901724140
     0.035047461     0.929736651
     0.042056954     0.959219530
     0.049066446     0.459042902
     0.056075938     1.020558984
     0.063085430     1.051854893
     0.070094923     1.083352954
     0.077104415     1.114955369
     0.084113907     1.146592398
     0.091123400     1.178211763
     0.098132892     1.209771249
     0.105142384     1.241232031
     0.112151876     0.144624641
     0.119161369     0.108535776
     0.126170861     0.072349805
     0.133180353     0.036092462
     0.140189845    -0.000200659
     0.140189845    -0.000200659
     0.154208830     0.072458885
     0.168227814     0.145120139
     0.182246798     1.255885495
     0.196265783     1.217704728
     0.210284767     1.184735813
     0.224303751     1.157537021
     0.238322736     1.136589052
     0.252341720     1.122272684
     0.266360704     1.114837855
     0.280379689     1.114376114
     0.294398673     1.120802539
     0.308417657     1.402420350
     0.322436642     1.413460240
     0.336455626     1.177814410
     0.350474611     1.207251377
     0.364493595     1.240223269
     0.378512579     1.275011422
     0.392531564     1.308699294
     0.406550548     1.535680014
     0.420569532     1.566364662
     0.420569532     1.566364662
     0.432710450     1.532253477
     0.444851368     1.368431423
     0.456992286     1.366575056
     0.469133204     1.361530570
     0.481274122     1.148761187
     0.493415040     1.101296327
     0.505555958     1.055145668
     0.517696876     1.011059980
     0.529837794     0.969693413
     0.541978712     0.931658959
     0.554119630     0.897550325
     0.566260548     0.867941171
     0.578401466     0.843366929
     0.590542384     0.824293336
     0.602683302     0.811077467
     0.614824220     0.803929792
     0.626965139     0.802887271
     0.639106057     0.807805845
     0.651246975     0.818375469
     0.663387893     0.834140374
  
     0.000000000     0.834167984
     0.007009492     0.839645531
     0.014018985     0.854623685
     0.021028477     0.876163037
     0.028037969     0.901747901
     0.035047461     0.929759827
     0.042056954     0.959242383
     0.049066446     0.989608134
     0.056075938     1.020581736
     0.063085430     1.051877782
     0.070094923     1.083376070
     0.077104415     1.114978787
     0.084113907     1.146616185
     0.091123400     1.178235986
     0.098132892     1.209795986
     0.105142384     1.241257385
     0.112151876     1.272549116
     0.119161369     1.303648286
     0.126170861     1.334337975
     0.133180353     1.363713251
     0.140189845     1.381666355
     0.140189845     1.381666355
     0.154208830     1.344768618
     0.168227814     1.298618129
     0.182246798     1.255942480
     0.196265783     1.217765310
     0.210284767     1.184799477
     0.224303751     1.157603043
     0.238322736     1.136656520
     0.252341720     1.122340542
     0.266360704     1.114904975
     0.280379689     1.114441379
     0.294398673     1.120864931
     0.308417657     1.402423743
     0.322436642     1.413464500
     0.336455626     1.177864040
     0.350474611     1.207296160
     0.364493595     1.240263281
     0.378512579     1.275046932
     0.392531564     1.422240684
     0.406550548     1.535689949
     0.420569532     1.566394552
     0.420569532     1.566394552
     0.432710450     1.555204676
     0.444851368     1.433365492
     0.456992286     1.452929741
     0.469133204     1.361653539
     0.481274122     1.352501387
     0.493415040     1.324210558
     0.505555958     1.284956157
     0.517696876     1.244305361
     0.529837794     1.203482620
     0.541978712     1.162861850
     0.554119630     1.122697409
     0.566260548     1.083235078
     0.578401466     1.044743140
     0.590542384     1.007526310
     0.602683302     0.971934361
     0.614824220     0.938367909
     0.626965139     0.907281091
     0.639106057     0.879179715
     0.651246975     0.854612661
     0.663387893     0.834167984
  
     0.000000000     1.561474786
     0.007009492     1.550846315
     0.014018985     1.539791854
     0.021028477     1.529029948
     0.028037969     1.518572896
     0.035047461     1.508429572
     0.042056954     1.498606459
     0.049066446     0.989630862
     0.056075938     1.479945058
     0.063085430     1.471118242
     0.070094923     1.462634555
     0.077104415     1.454499029
     0.084113907     1.446716345
     0.091123400     1.439290778
     0.098132892     1.432226156
     0.105142384     1.425525899
     0.112151876     1.272575245
     0.119161369     1.303675463
     0.126170861     1.334366727
     0.133180353     1.363744007
     0.140189845     1.381669694
     0.140189845     1.381669694
     0.154208830     1.344816856
     0.168227814     1.298671184
     0.182246798     1.377788409
     0.196265783     1.374073868
     0.210284767     1.371981392
     0.224303751     1.371496638
     0.238322736     1.372613300
     0.252341720     1.375328978
     0.266360704     1.379646971
     0.280379689     1.385579900
     0.294398673     1.393154546
     0.308417657     1.577508062
     0.322436642     1.554873327
     0.336455626     1.426400904
     0.350474611     1.441389573
     0.364493595     1.457972777
     0.378512579     1.452201234
     0.392531564     1.422242324
     0.406550548     1.585032199
     0.420569532     1.566405041
     0.420569532     1.566405041
     0.432710450     1.564471910
     0.444851368     1.492871360
     0.456992286     1.476456375
     0.469133204     1.413208355
     0.481274122     1.357690112
     0.493415040     1.354555854
     0.505555958     1.352909514
     0.517696876     1.353244622
     0.529837794     1.355886533
     0.541978712     1.361053623
     0.554119630     1.368889677
     0.566260548     1.379482064
     0.578401466     1.392872842
     0.590542384     1.409066348
     0.602683302     1.428035027
     0.614824220     1.449724414
     0.626965139     1.474057603
     0.639106057     1.500939302
     0.651246975     1.530258910
     0.663387893     1.561474786
  
     0.000000000     1.561755489
     0.007009492     1.550856445
     0.014018985     1.539794317
     0.021028477     1.529030709
     0.028037969     1.518575040
     0.035047461     1.508432940
     0.042056954     1.498610940
     0.049066446     1.489109667
     0.056075938     1.479951737
     0.063085430     1.471126075
     0.070094923     1.462643601
     0.077104415     1.454509356
     0.084113907     1.446728034
     0.091123400     1.439303925
     0.098132892     1.432240881
     0.105142384     1.425542367
     0.112151876     1.419193607
     0.119161369     1.413236770
     0.126170861     1.407693382
     0.133180353     1.402940982
     0.140189845     1.406271580
     0.140189845     1.406271580
     0.154208830     1.390507435
     0.168227814     1.383171836
     0.182246798     1.377792208
     0.196265783     1.374076602
     0.210284767     1.371983265
     0.224303751     1.371497743
     0.238322736     1.372613677
     0.252341720     1.375329318
     0.266360704     1.379648034
     0.280379689     1.385581705
     0.294398673     1.393157125
     0.308417657     1.577513289
     0.322436642     1.554877494
     0.336455626     1.426406105
     0.350474611     1.441395854
     0.364493595     1.457980564
     0.378512579     1.452202281
     0.392531564     1.506345087
     0.406550548     1.585060956
     0.420569532     1.566421469
     0.420569532     1.566421469
     0.432710450     1.593278970
     0.444851368     1.557099044
     0.456992286     1.567812602
     0.469133204     1.519002077
     0.481274122     1.377037914
     0.493415040     1.360631631
     0.505555958     1.356654521
     0.517696876     1.356129173
     0.529837794     1.358281947
     0.541978712     1.363110330
     0.554119630     1.370686163
     0.566260548     1.381066508
     0.578401466     1.394278427
     0.590542384     1.410317926
     0.602683302     1.429152372
     0.614824220     1.450723943
     0.626965139     1.474953353
     0.639106057     1.501743521
     0.651246975     1.530982413
     0.663387893     1.561755489
  
     0.000000000     1.562699892
     0.007009492     1.573886725
     0.014018985     1.585812123
     0.021028477     1.598014640
     0.028037969     1.610484767
     0.035047461     1.623214845
     0.042056954     1.636197453
     0.049066446     1.489115237
     0.056075938     1.662890559
     0.063085430     1.676586012
     0.070094923     1.690501673
     0.077104415     1.661881556
     0.084113907     1.630585756
     0.091123400     1.599731321
     0.098132892     1.569363722
     0.105142384     1.539536351
     0.112151876     1.419212072
     0.119161369     1.413257693
     0.126170861     1.407717783
     0.133180353     1.402971347
     0.140189845     1.406283523
     0.140189845     1.406283523
     0.154208830     1.390515462
     0.168227814     1.383177178
     0.182246798     1.581516383
     0.196265783     1.641074578
     0.210284767     1.700005802
     0.224303751     1.709628400
     0.238322736     1.687753656
     0.252341720     1.665856810
     0.266360704     1.643925128
     0.280379689     1.621929057
     0.294398673     1.599817473
     0.308417657     1.958013962
     0.322436642     1.896434761
     0.336455626     1.531724511
     0.350474611     1.507824785
     0.364493595     1.483494004
     0.378512579     1.482484926
     0.392531564     1.506352945
     0.406550548     1.617780391
     0.420569532     1.585690935
     0.420569532     1.585690935
     0.432710450     1.608127363
     0.444851368     1.565639695
     0.456992286     1.575602230
     0.469133204     1.584135166
     0.481274122     1.560906139
     0.493415040     1.602048328
     0.505555958     1.641895124
     0.517696876     1.674948987
     0.529837794     1.702427294
     0.541978712     1.730070705
     0.554119630     1.758131896
     0.566260548     1.786338388
     0.578401466     1.812431592
     0.590542384     1.791851230
     0.602683302     1.750013726
     0.614824220     1.708953647
     0.626965139     1.669412942
     0.639106057     1.631620301
     0.651246975     1.595738627
     0.663387893     1.562699892
  
     0.000000000     1.562990900
     0.007009492     1.573907245
     0.014018985     1.585825199
     0.021028477     1.598025395
     0.028037969     1.610494499
     0.035047461     1.623224071
     0.042056954     1.636206425
     0.049066446     1.649425180
     0.056075938     1.662899356
     0.063085430     1.676594786
     0.070094923     1.690509877
     0.077104415     1.661909547
     0.084113907     1.630615330
     0.091123400     1.599762528
     0.098132892     1.569396599
     0.105142384     1.539570886
     0.112151876     1.510317043
     0.119161369     1.481805781
     0.126170861     1.454195070
     0.133180353     1.428056860
     0.140189845     1.406292158
     0.140189845     1.406292158
     0.154208830     1.461103624
     0.168227814     1.521416988
     0.182246798     1.581536643
     0.196265783     1.641094780
     0.210284767     1.700022778
     0.224303751     1.709640305
     0.238322736     1.687763213
     0.252341720     1.665865410
     0.266360704     1.643932938
     0.280379689     1.621936074
     0.294398673     1.599823640
     0.308417657     1.958121339
     0.322436642     1.896472296
     0.336455626     1.531727461
     0.350474611     1.507826274
     0.364493595     1.483494521
     0.378512579     1.482490560
     0.392531564     1.619808479
     0.406550548     1.617781420
     0.420569532     1.585698090
     0.420569532     1.585698090
     0.432710450     1.613933478
     0.444851368     1.633847166
     0.456992286     1.683618400
     0.469133204     1.591463036
     0.481274122     1.604154795
     0.493415040     1.626811175
     0.505555958     1.651902235
     0.517696876     1.683868539
     0.529837794     1.710770315
     0.541978712     1.738478475
     0.554119630     1.766739487
     0.566260548     1.795166569
     0.578401466     1.820196087
     0.590542384     1.792507253
     0.602683302     1.750475405
     0.614824220     1.709416584
     0.626965139     1.669906924
     0.639106057     1.632158105
     0.651246975     1.596329537
     0.663387893     1.562990900
  
     0.000000000     2.019843850
     0.007009492     1.991314157
     0.014018985     1.957619749
     0.021028477     1.923896982
     0.028037969     1.890303185
     0.035047461     1.856888575
     0.042056954     1.823686034
     0.049066446     1.649434030
     0.056075938     1.758032786
     0.063085430     1.725640472
     0.070094923     1.693581224
     0.077104415     1.704637014
     0.084113907     1.718976204
     0.091123400     1.733513641
     0.098132892     1.748240155
     0.105142384     1.763145262
     0.112151876     1.510353139
     0.119161369     1.481843132
     0.126170861     1.454232765
     0.133180353     1.428091428
     0.140189845     1.406302931
     0.140189845     1.406302931
     0.154208830     1.461120060
     0.168227814     1.521436380
     0.182246798     1.775149592
     0.196265783     1.753342117
     0.210284767     1.731505555
     0.224303751     1.758285330
     0.238322736     1.815874609
     0.252341720     1.872767655
     0.266360704     1.928950423
     0.280379689     1.978678986
     0.294398673     2.009706280
     0.308417657     2.018803471
     0.322436642     1.956840146
     0.336455626     1.835630401
     0.350474611     1.776366939
     0.364493595     1.719493109
     0.378512579     1.666412939
     0.392531564     1.619835601
     0.406550548     2.407326659
     0.420569532     2.437837157
     0.420569532     2.437837157
     0.432710450     2.417683621
     0.444851368     1.648098759
     0.456992286     1.689783073
     0.469133204     1.727259467
     0.481274122     1.611222191
     0.493415040     1.633668385
     0.505555958     1.658049664
     0.517696876     1.684430830
     0.529837794     1.722819897
     0.541978712     1.761044121
     0.554119630     1.798591275
     0.566260548     1.835371375
     0.578401466     1.841888495
     0.590542384     1.847302437
     0.602683302     1.875489754
     0.614824220     1.904457095
     0.626965139     1.933513947
     0.639106057     1.962493397
     0.651246975     1.991303054
     0.663387893     2.019843850
  
     0.000000000     2.019882486
     0.007009492     1.991340445
     0.014018985     1.957642220
     0.021028477     1.923918259
     0.028037969     1.890324258
     0.035047461     1.856909967
     0.042056954     1.823708077
     0.049066446     1.790724548
     0.056075938     1.758056803
     0.063085430     1.725665737
     0.070094923     1.693608488
     0.077104415     1.704645933
     0.084113907     1.718985151
     0.091123400     1.733522658
     0.098132892     1.748249291
     0.105142384     1.763154605
     0.112151876     1.778215480
     0.119161369     1.793429426
     0.126170861     1.808738617
     0.133180353     1.823942124
     0.140189845     1.835768766
     0.140189845     1.835768766
     0.154208830     1.818445784
     0.168227814     1.796890731
     0.182246798     1.775158934
     0.196265783     1.753350412
     0.210284767     1.731510041
     0.224303751     1.758310106
     0.238322736     1.815897301
     0.252341720     1.872789581
     0.266360704     1.928971645
     0.280379689     1.984408825
     0.294398673     2.015450284
     0.308417657     2.018810577
     0.322436642     1.956847099
     0.336455626     1.835657223
     0.350474611     1.776391371
     0.364493595     1.719517563
     0.378512579     1.666438459
     0.392531564     1.665662470
     0.406550548     2.425557753
     0.420569532     2.437840816
     0.420569532     2.437840816
     0.432710450     2.417718030
     0.444851368     1.651860192
     0.456992286     1.696956829
     0.469133204     1.738931554
     0.481274122     1.764179413
     0.493415040     1.800490457
     0.505555958     1.836158476
     0.517696876     1.871157599
     0.529837794     1.905466552
     0.541978712     1.939066264
     0.554119630     1.931000360
     0.566260548     1.884651115
     0.578401466     1.843663097
     0.590542384     1.856563178
     0.602683302     1.885355012
     0.614824220     1.914759289
     0.626965139     1.944250213
     0.639106057     1.973677742
     0.651246975     2.002952895
     0.663387893     2.019882486
  
     0.000000000     2.025474061
     0.007009492     2.023794638
     0.014018985     2.019229526
     0.021028477     2.012623493
     0.028037969     2.004717626
     0.035047461     1.995992314
     0.042056954     1.986733590
     0.049066446     1.790747483
     0.056075938     1.967231499
     0.063085430     1.957159836
     0.070094923     1.944283685
     0.077104415     1.928803905
     0.084113907     1.914221488
     0.091123400     1.900598325
     0.098132892     1.887987432
     0.105142384     1.876435039
     0.112151876     1.778225208
     0.119161369     1.793439921
     0.126170861     1.808750882
     0.133180353     1.823960002
     0.140189845     1.835831888
     0.140189845     1.835831888
     0.154208830     1.818459366
     0.168227814     1.796901210
     0.182246798     1.827764892
     0.196265783     1.835253899
     0.210284767     1.847751283
     0.224303751     1.865124180
     0.238322736     1.887187006
     0.252341720     1.913702869
     0.266360704     1.944369326
     0.280379689     1.984432055
     0.294398673     2.030178980
     0.308417657     2.060748934
     0.322436642     2.104916686
     0.336455626     1.895359602
     0.350474611     1.834768395
     0.364493595     1.775655875
     0.378512579     1.718881015
     0.392531564     1.665663326
     0.406550548     2.425581771
     0.420569532     2.437888492
     0.420569532     2.437888492
     0.432710450     2.435893292
     0.444851368     2.377885578
     0.456992286     2.330723142
     0.469133204     1.751176557
     0.481274122     1.797581409
     0.493415040     1.858322634
     0.505555958     1.920427753
     0.517696876     1.983432926
     0.529837794     2.027397964
     0.541978712     1.978684305
     0.554119630     1.931278562
     0.566260548     1.885009410
     0.578401466     1.871358054
     0.590542384     1.906511035
     0.602683302     1.940825566
     0.614824220     1.974284768
     0.626965139     2.006874348
     0.639106057     2.030799963
     0.651246975     2.026794612
     0.663387893     2.025474061
  
     0.000000000     2.025482194
     0.007009492     2.023827720
     0.014018985     2.019258048
     0.021028477     2.012646412
     0.028037969     2.004735586
     0.035047461     1.996006265
     0.042056954     1.986744419
     0.049066446     1.977111764
     0.056075938     1.967238328
     0.063085430     1.957165682
     0.070094923     1.946941635
     0.077104415     1.935821803
     0.084113907     1.921521467
     0.091123400     1.908179219
     0.098132892     1.895847762
     0.105142384     1.884572701
     0.112151876     1.865981846
     0.119161369     1.856663773
     0.126170861     1.848512397
     0.133180353     1.841555188
     0.140189845     1.835836506
     0.140189845     1.835836506
     0.154208830     1.828056585
     0.168227814     1.825360435
     0.182246798     1.838640250
     0.196265783     1.846535904
     0.210284767     1.859413821
     0.224303751     1.877147077
     0.238322736     1.899558723
     0.252341720     1.926422230
     0.266360704     1.957441043
     0.280379689     1.992044904
     0.294398673     2.038554858
     0.308417657     2.075378141
     0.322436642     2.120421325
     0.336455626     1.895365484
     0.350474611     1.834773081
     0.364493595     1.775659253
     0.378512579     1.718883029
     0.392531564     2.357189430
     0.406550548     2.443396722
     0.420569532     2.493074224
     0.420569532     2.493074224
     0.432710450     2.455020096
     0.444851368     2.377947321
     0.456992286     2.330827377
     0.469133204     2.280503384
     0.481274122     1.808717610
     0.493415040     1.868409491
     0.505555958     1.929550262
     0.517696876     1.991679135
     0.529837794     2.027622346
     0.541978712     1.978933769
     0.554119630     1.971947090
     0.566260548     2.004084032
     0.578401466     2.035469994
     0.590542384     2.066091447
     0.602683302     2.058518211
     0.614824220     2.046706588
     0.626965139     2.037449757
     0.639106057     2.030836906
     0.651246975     2.026832244
     0.663387893     2.025482194
  
     0.000000000     2.032022930
     0.007009492     2.060566110
     0.014018985     2.081415302
     0.021028477     2.066816360
     0.028037969     2.049679539
     0.035047461     2.031620695
     0.042056954     2.013347101
     0.049066446     1.977120242
     0.056075938     1.977620154
     0.063085430     1.960586631
     0.070094923     1.946947129
     0.077104415     1.936608471
     0.084113907     1.926182729
     0.091123400     1.915682416
     0.098132892     1.905121746
     0.105142384     1.894513655
     0.112151876     1.874394050
     0.119161369     1.865347007
     0.126170861     1.857462403
     0.133180353     1.850766596
     0.140189845     1.845253087
     0.140189845     1.845253087
     0.154208830     1.838030181
     0.168227814     1.835799863
     0.182246798     1.937880957
     0.196265783     1.971082076
     0.210284767     2.004603110
     0.224303751     2.038365989
     0.238322736     2.072292166
     0.252341720     2.106298128
     0.266360704     2.140285389
     0.280379689     2.086137188
     0.294398673     2.039132340
     0.308417657     2.093097611
     0.322436642     2.146269250
     0.336455626     2.152025517
     0.350474611     2.201406023
     0.364493595     2.252529664
     0.378512579     2.304771142
     0.392531564     2.385053732
     0.406550548     2.459908304
     0.420569532     2.493076355
     0.420569532     2.493076355
     0.432710450     2.455127913
     0.444851368     2.410565318
     0.456992286     2.370640412
     0.469133204     2.280636565
     0.481274122     2.229361513
     0.493415040     2.178161927
     0.505555958     2.127296054
     0.517696876     2.076989197
     0.529837794     2.046978417
     0.541978712     2.110267246
     0.554119630     2.129249875
     0.566260548     2.108484997
     0.578401466     2.089515773
     0.590542384     2.072816959
     0.602683302     2.058557694
     0.614824220     2.046744837
     0.626965139     2.037487174
     0.639106057     2.038577875
     0.651246975     2.048159224
     0.663387893     2.032022930
  
     0.000000000     2.032037545
     0.007009492     2.060622337
     0.014018985     2.085638166
     0.021028477     2.071544454
     0.028037969     2.054703951
     0.035047461     2.036936077
     0.042056954     2.018949618
     0.049066446     1.995263151
     0.056075938     1.983790713
     0.063085430     1.967039998
     0.070094923     1.951019674
     0.077104415     1.936614073
     0.084113907     1.926188739
     0.091123400     1.915688982
     0.098132892     1.905128905
     0.105142384     1.894521375
     0.112151876     1.883872114
     0.119161369     1.873217525
     0.126170861     1.862596129
     0.133180353     1.852204396
     0.140189845     1.845301209
     0.140189845     1.845301209
     0.154208830     1.872869910
     0.168227814     1.905088420
     0.182246798     1.937882454
     0.196265783     1.971084610
     0.210284767     2.004606456
     0.224303751     2.038370031
     0.238322736     2.072296849
     0.252341720     2.106303496
     0.266360704     2.140292621
     0.280379689     2.086427159
     0.294398673     2.039153142
     0.308417657     2.093115080
     0.322436642     2.146286455
     0.336455626     2.168617641
     0.350474611     2.219481892
     0.364493595     2.272699817
     0.378512579     2.327989269
     0.392531564     2.392829755
     0.406550548     2.462178514
     0.420569532     2.493187827
     0.420569532     2.493187827
     0.432710450     2.474977171
     0.444851368     2.410644172
     0.456992286     2.370692416
     0.469133204     2.334048511
     0.481274122     2.229515068
     0.493415040     2.178332749
     0.505555958     2.127483601
     0.517696876     2.077194261
     0.529837794     2.054422966
     0.541978712     2.116845843
     0.554119630     2.129400275
     0.566260548     2.108539757
     0.578401466     2.089560582
     0.590542384     2.072858294
     0.602683302     2.095936056
     0.614824220     2.108466549
     0.626965139     2.099754884
     0.639106057     2.076098611
     0.651246975     2.060806092
     0.663387893     2.032037545
  
     0.000000000     2.088468067
     0.007009492     2.090070219
     0.014018985     2.094359704
     0.021028477     2.100731961
     0.028037969     2.108193292
     0.035047461     2.116339371
     0.042056954     2.124882360
     0.049066446     2.001150336
     0.056075938     2.142530616
     0.063085430     2.151456095
     0.070094923     2.160375705
     0.077104415     2.169252988
     0.084113907     2.178059788
     0.091123400     2.186773473
     0.098132892     2.195375580
     0.105142384     2.203850946
     0.112151876     1.883880300
     0.119161369     1.873225997
     0.126170861     1.862604599
     0.133180353     1.852213402
     0.140189845     1.845301565
     0.140189845     1.845301565
     0.154208830     1.872873732
     0.168227814     1.905088508
     0.182246798     2.170458777
     0.196265783     2.154452793
     0.210284767     2.142973165
     0.224303751     2.136136939
     0.238322736     2.134022249
     0.252341720     2.136656264
     0.266360704     2.143309232
     0.280379689     2.143105134
     0.294398673     2.080986066
     0.308417657     2.194611848
     0.322436642     2.220458526
     0.336455626     2.198598709
     0.350474611     2.249982454
     0.364493595     2.300188344
     0.378512579     2.348571300
     0.392531564     2.392847355
     0.406550548     2.462186129
     0.420569532     2.498093087
     0.420569532     2.498093087
     0.432710450     2.475037932
     0.444851368     2.429881491
     0.456992286     2.408919594
     0.469133204     2.334091501
     0.481274122     2.299606132
     0.493415040     2.266925143
     0.505555958     2.235946018
     0.517696876     2.206729257
     0.529837794     2.179410463
     0.541978712     2.154513910
     0.554119630     2.172517124
     0.566260548     2.166019498
     0.578401466     2.148574709
     0.590542384     2.132975759
     0.602683302     2.119565454
     0.614824220     2.108519012
     0.626965139     2.099807902
     0.639106057     2.089266340
     0.651246975     2.069374647
     0.663387893     2.088468067
  
     0.000000000     2.088516067
     0.007009492     2.090116171
     0.014018985     2.094417500
     0.021028477     2.100766311
     0.028037969     2.108222062
     0.035047461     2.116363423
     0.042056954     2.124902407
     0.049066446     2.133648913
     0.056075938     2.142544170
     0.063085430     2.151466954
     0.070094923     2.160384199
     0.077104415     2.169259542
     0.084113907     2.178065108
     0.091123400     2.186778670
     0.098132892     2.195381773
     0.105142384     2.203858814
     0.112151876     2.212187002
     0.119161369     2.220373567
     0.126170861     2.228402917
     0.133180353     2.236269914
     0.140189845     2.243970417
     0.140189845     2.243970417
     0.154208830     2.215415362
     0.168227814     2.190839944
     0.182246798     2.286927608
     0.196265783     2.295326745
     0.210284767     2.292106522
     0.224303751     2.293375126
     0.238322736     2.276888508
     0.252341720     2.213151006
     0.266360704     2.149512824
     0.280379689     2.143110211
     0.294398673     2.080990769
     0.308417657     2.241255156
     0.322436642     2.274131074
     0.336455626     2.198615148
     0.350474611     2.249998098
     0.364493595     2.300203406
     0.378512579     2.348586547
     0.392531564     2.411554041
     0.406550548     2.493316498
     0.420569532     2.498121918
     0.420569532     2.498121918
     0.432710450     2.481891780
     0.444851368     2.442173379
     0.456992286     2.408987948
     0.469133204     2.376398597
     0.481274122     2.299647224
     0.493415040     2.266966068
     0.505555958     2.235987364
     0.517696876     2.206772056
     0.529837794     2.179460267
     0.541978712     2.154688738
     0.554119630     2.176675866
     0.566260548     2.166143417
     0.578401466     2.148645387
     0.590542384     2.133035727
     0.602683302     2.119620694
     0.614824220     2.124990277
     0.626965139     2.103649707
     0.639106057     2.093501763
     0.651246975     2.089728301
     0.663387893     2.088516067
  
     0.000000000     2.097324707
     0.007009492     2.093306625
     0.014018985     2.095652622
     0.021028477     2.129402332
     0.028037969     2.163799388
     0.035047461     2.198316142
     0.042056954     2.232901620
     0.049066446     2.133665504
     0.056075938     2.302191623
     0.063085430     2.308168737
     0.070094923     2.310690831
     0.077104415     2.313495957
     0.084113907     2.316588975
     0.091123400     2.319974699
     0.098132892     2.323657737
     0.105142384     2.327642216
     0.112151876     2.212196860
     0.119161369     2.220385549
     0.126170861     2.228417062
     0.133180353     2.236286206
     0.140189845     2.243978985
     0.140189845     2.243978985
     0.154208830     2.258893981
     0.168227814     2.273188019
     0.182246798     2.286945013
     0.196265783     2.300188815
     0.210284767     2.313001098
     0.224303751     2.325032604
     0.238322736     2.276907864
     0.252341720     2.213174460
     0.266360704     2.150289914
     0.280379689     2.156413622
     0.294398673     2.173215740
     0.308417657     2.241259894
     0.322436642     2.274135676
     0.336455626     2.250617576
     0.350474611     2.284953049
     0.364493595     2.323337159
     0.378512579     2.365631609
     0.392531564     2.427825919
     0.406550548     2.493337366
     0.420569532     2.498135876
     0.420569532     2.498135876
     0.432710450     2.489495419
     0.444851368     2.442240068
     0.456992286     2.419648612
     0.469133204     2.376467168
     0.481274122     2.344950290
     0.493415040     2.314762929
     0.505555958     2.285985503
     0.517696876     2.258759054
     0.529837794     2.233241174
